Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current_dataset	Border_grain
1706	Aragonite	2.883	1.9159	6	353.87	297.00	2.1621	1.2735	83.478	1.15	1.79	6.63	114.49	174.40	True	no
1707	Aragonite	1.4415	1.3548	4	385.87	295.93	2.2879	2.8519	146.77	0.89	1.19	63.82	37.27	75.07	True	no
1708	Aragonite	5.9582	2.7543	6	427.35	300.15	4.7871	3.0208	106.28	1.21	2.64	42.35	151.14	108.46	True	no
1709	Aragonite	1.8259	1.5247	2	23.47	297.42	1.597	1.097	156.44	0.55	1.01	52.99	9.77	97.14	True	no
1710	Aragonite	2.4986	1.7836	5	27.81	297.46	2.0574	1.3306	52.412	0.57	1.00	163.35	125.30	18.62	True	no
1711	Aragonite	1.1532	1.2117	2	72.50	295.92	1.7119	1.996	175.75	0.69	0.92	17.60	157.96	12.01	True	no
1712	Aragonite	3.1713	2.0094	5	153.06	297.45	2.6244	1.7058	14.524	1.00	2.03	5.82	37.58	10.91	True	no
1713	Aragonite	13.358	4.1241	9	190.62	302.19	5.8341	2.0013	42.275	1.60	4.31	32.66	151.73	17.96	True	no
1714	Aragonite	1.2493	1.2612	3	230.00	297.46	1.7275	1.8762	84.125	0.72	1.40	119.44	145.98	16.04	True	no
1715	Aragonite	15.088	4.383	10	298.89	306.58	6.6364	2.2926	124.73	1.07	3.93	167.40	113.33	23.10	True	no
1716	Aragonite	1.1532	1.2117	4	358.33	296.08	1.4296	1.392	24.611	0.11	0.63	5.53	120.69	175.34	True	no
1717	Aragonite	1.1532	1.2117	3	422.33	297.75	1.9057	2.4735	92.424	0.50	0.79	104.53	105.97	152.69	True	no
1718	Aragonite	3.7479	2.1845	5	17.18	299.69	4.9741	5.1847	150.53	1.26	2.59	143.49	53.82	10.13	True	no
1719	Aragonite	1.7298	1.4841	5	45.50	298.94	1.749	1.3889	64.84	0.57	1.12	35.22	155.44	29.37	True	no
1720	Aragonite	0.961	1.1062	2	49.30	297.60	1.123	1.0308	116.57	0.34	0.50	11.69	101.68	10.57	True	no
1721	Aragonite	2.883	1.9159	5	131.63	298.73	2.5906	1.8282	36.877	1.12	1.72	23.28	89.11	3.07	True	no
1722	Aragonite	7.2075	3.0293	6	178.69	300.07	4.1217	1.8512	13.675	1.59	2.95	18.77	153.49	9.12	True	no
1723	Aragonite	1.5376	1.3992	5	203.00	297.56	1.7917	1.6398	172.39	0.92	1.75	34.00	47.98	21.63	True	no
1724	Aragonite	3.0752	1.9788	6	215.38	298.66	2.2413	1.283	25.827	1.01	1.80	49.52	108.69	11.96	True	no
1725	Aragonite	1.0571	1.1601	3	286.00	298.00	1.4339	1.5275	90	0.48	1.35	3.15	118.97	121.04	True	no
1726	Aragonite	1.0571	1.1601	4	300.00	298.09	1.9621	2.8602	48.456	0.76	1.05	143.65	60.98	20.84	True	no
1727	Aragonite	1.8259	1.5247	5	325.84	299.42	2.1631	2.0126	72.398	0.92	1.96	20.77	20.16	26.77	True	no
1728	Aragonite	2.3064	1.7137	3	336.83	297.25	2.1799	1.6181	174.44	0.67	1.21	159.40	56.87	168.19	True	no
1729	Aragonite	4.3245	2.3465	6	345.24	299.71	3.2376	1.9037	22.29	0.65	1.32	115.38	5.05	72.43	True	no
1730	Aragonite	0.961	1.1062	3	362.20	297.00	1.2441	1.2649	90	0.68	1.15	24.96	156.36	88.56	True	no
1731	Aragonite	1.0571	1.1601	1	371.36	298.18	1.4239	1.5063	103.28	0.59	1.86	84.09	95.21	28.45	True	no
1732	Aragonite	1.2493	1.2612	4	35.31	298.00	1.9714	2.4432	161.2	0.86	1.86	100.81	17.85	49.89	True	no
1733	Aragonite	2.3064	1.7137	4	65.46	299.79	1.9655	1.3155	63.381	0.86	2.28	179.81	136.61	170.97	True	no
1734	Aragonite	2.1142	1.6407	3	102.27	298.68	2.1454	1.7099	178.91	0.67	1.95	85.48	125.70	48.24	True	no
1735	Aragonite	1.0571	1.1601	3	257.18	299.09	1.7818	2.3588	72.92	0.67	0.87	54.73	110.29	16.64	True	no
1736	Aragonite	1.5376	1.3992	3	278.25	299.88	2.02	2.0843	89.221	0.54	1.07	101.85	46.20	108.66	True	no
1737	Aragonite	1.3454	1.3088	2	341.21	299.21	1.4594	1.2434	16.727	0.32	0.88	4.54	121.31	174.42	True	no
1738	Aragonite	1.0571	1.1601	3	384.64	297.91	1.381	1.4169	164.93	0.35	1.70	162.76	118.06	43.74	True	no
1739	Aragonite	2.3064	1.7137	3	443.79	299.54	1.8249	1.134	143.3	1.04	2.82	143.36	157.06	134.47	True	no
1740	Aragonite	1.6337	1.4423	4	22.76	300.47	2.6707	3.429	147.92	0.60	1.07	154.64	115.19	10.53	True	no
1741	Aragonite	4.9011	2.4981	5	52.35	300.76	4.1231	2.7242	14.062	0.92	1.45	8.19	104.06	6.66	True	no
1742	Aragonite	1.3454	1.3088	4	84.79	299.86	1.962	2.2472	149.17	0.43	1.69	28.14	149.13	7.77	True	no
1743	Aragonite	1.4415	1.3548	3	92.53	300.20	2.2944	2.8681	32.839	1.04	2.47	30.05	149.39	11.37	True	no
1744	Aragonite	2.0181	1.603	3	117.05	299.52	2.9096	3.2946	12.445	1.26	2.58	21.18	154.33	2.28	True	no
1745	Aragonite	1.7298	1.4841	3	170.17	299.28	2.0676	1.9409	24.013	0.57	0.89	14.28	153.20	8.62	True	no
1746	Aragonite	13.454	4.1389	10	211.83	305.11	4.7232	1.3023	168.54	2.23	4.68	50.80	109.65	15.14	True	no
1747	Aragonite	1.0571	1.1601	3	219.09	299.64	1.381	1.4169	74.929	0.47	0.84	52.05	109.52	15.02	True	no
1748	Aragonite	2.4025	1.749	4	304.44	301.00	2.2704	1.6852	115.72	1.06	1.98	68.29	19.82	86.39	True	no
1749	Aragonite	2.1142	1.6407	2	364.23	300.64	1.9895	1.4704	0.25549	0.44	0.81	174.05	56.57	5.34	True	no
1750	Aragonite	11.916	3.8952	8	382.18	305.69	4.8593	1.5563	110.13	1.95	4.11	66.45	76.91	9.63	True	no
1751	Aragonite	3.2674	2.0397	5	389.74	302.44	2.9482	2.0893	121.44	1.79	3.14	62.57	42.17	78.91	True	no
1752	Aragonite	1.4415	1.3548	5	40.67	299.93	1.8979	1.9625	5.4137	0.69	1.15	40.53	33.92	67.64	True	no
1753	Aragonite	1.0571	1.1601	4	60.45	300.27	1.6584	2.0433	17.412	0.40	0.55	20.80	160.53	13.83	True	no
1754	Aragonite	2.4986	1.7836	6	108.08	301.12	2.4648	1.9097	176.81	0.55	1.14	15.40	152.44	175.13	True	no
1755	Aragonite	4.2284	2.3203	5	117.59	302.43	4.3095	3.4497	11.282	2.28	4.27	179.79	26.73	11.57	True	no
1756	Aragonite	21.238	5.2001	15	157.83	310.19	5.6492	1.1802	60.832	2.14	7.23	19.00	37.26	175.38	True	no
1757	Aragonite	13.358	4.1241	7	198.22	306.13	5.7204	1.924	44.821	1.89	3.94	32.48	153.08	11.61	True	no
1758	Aragonite	2.4986	1.7836	5	289.08	301.23	1.8534	1.0798	108.43	0.41	1.12	158.26	74.08	115.18	True	no
1759	Aragonite	4.1323	2.2938	6	314.60	302.65	2.9109	1.6105	27.341	1.21	2.06	22.66	21.50	27.10	True	no
1760	Aragonite	1.6337	1.4423	4	356.41	301.29	1.9969	1.9171	32.786	0.90	2.20	174.54	56.49	5.97	True	no
1761	Aragonite	10.667	3.6853	7	373.37	307.37	5.0965	1.9124	71.831	1.47	5.10	39.40	15.66	35.99	True	no
1762	Aragonite	1.3454	1.3088	1	6.86	301.07	2.2061	2.8411	171.62	0.40	0.73	147.27	56.32	11.51	True	no
1763	Aragonite	2.9791	1.9476	4	18.29	303.32	3.8984	4.0067	149.79	0.97	1.74	2.77	12.45	146.02	True	no
1764	Aragonite	1.1532	1.2117	3	30.00	301.75	1.3595	1.2587	156.58	0.08	0.49	148.72	75.04	13.57	True	no
1765	Aragonite	1.5376	1.3992	5	35.19	301.63	1.7798	1.6181	31.961	0.39	1.39	161.10	125.34	16.60	True	no
1766	Aragonite	1.0571	1.1601	1	69.09	301.09	1.4129	1.4832	45	0.04	0.05	29.31	70.94	75.09	True	no
1767	Aragonite	2.7869	1.8837	5	81.07	302.79	2.3629	1.5735	161.69	0.87	1.92	14.69	153.59	12.42	True	no
1768	Aragonite	4.9011	2.4981	8	88.88	304.00	2.6677	1.1404	174.94	1.27	2.88	21.55	90.71	4.68	True	no
1769	Aragonite	2.1142	1.6407	2	99.64	302.05	2.0637	1.582	23.109	0.39	0.88	15.32	152.87	174.72	True	no
1770	Aragonite	1.5376	1.3992	3	126.25	301.25	2.0508	2.1484	163.15	0.79	2.05	7.89	152.94	179.30	True	no
1771	Aragonite	1.7298	1.4841	3	150.89	301.28	1.8197	1.5034	1.1482	1.04	1.94	5.52	156.36	173.83	True	no
1772	Aragonite	1.5376	1.3992	2	162.94	301.63	1.5925	1.2953	138.01	0.40	1.01	13.22	99.16	0.32	True	no
1773	Aragonite	2.3064	1.7137	4	322.88	303.88	2.4148	1.9857	92.085	0.56	1.65	97.17	122.28	32.51	True	no
1774	Aragonite	1.4415	1.3548	3	349.27	301.60	2.4676	3.3177	15.196	0.54	1.00	137.96	72.91	25.29	True	no
1775	Aragonite	2.6908	1.851	3	406.50	302.25	2.0916	1.2769	109.33	1.12	2.01	120.48	85.31	46.80	True	no
1776	Aragonite	3.9401	2.2398	5	423.07	302.93	2.9345	1.7165	168.09	1.08	1.98	26.04	140.92	25.32	True	no
1777	Aragonite	1.5376	1.3992	3	39.81	302.81	1.9116	1.8665	168.65	0.60	0.90	42.67	151.20	35.40	True	no
1778	Aragonite	1.4415	1.3548	1	75.40	302.60	1.451	1.1471	135	0.14	0.15	72.39	125.61	58.66	True	no
1779	Aragonite	1.4415	1.3548	4	258.00	303.07	1.8209	1.8065	59.332	0.67	1.23	121.50	156.46	72.67	True	no
1780	Aragonite	2.4025	1.749	3	272.84	303.88	2.4519	1.9653	118.39	0.54	1.03	58.11	108.79	23.16	True	no
1781	Aragonite	1.0571	1.1601	3	293.18	302.91	1.7473	2.2685	123.02	0.30	0.78	106.32	48.40	110.15	True	no
1782	Aragonite	4.4206	2.3724	6	329.54	304.13	3.3441	1.9868	23.447	1.51	3.87	145.72	130.00	104.08	True	no
1783	Aragonite	2.6908	1.851	4	435.89	303.68	2.0439	1.2194	109.8	0.77	1.82	24.50	141.01	22.50	True	no
1784	Aragonite	2.883	1.9159	4	28.43	306.33	2.3635	1.5218	70.661	0.47	1.63	106.35	110.41	29.95	True	no
1785	Aragonite	27.292	5.8949	15	49.65	309.17	10.153	2.9662	171.95	2.31	5.39	26.94	160.31	25.91	True	no
1786	Aragonite	1.6337	1.4423	2	59.59	303.53	1.5542	1.1613	61.003	0.98	1.35	21.31	159.35	17.82	True	no
1787	Aragonite	13.742	4.183	10	125.29	306.20	9.4253	5.0772	4.2495	3.05	7.43	12.87	37.46	177.27	True	no
1788	Aragonite	1.1532	1.2117	4	170.08	303.50	1.6072	1.7593	147.24	0.69	1.48	19.39	101.27	176.22	True	no
1789	Aragonite	2.5947	1.8176	3	226.00	304.63	2.5879	2.0273	145.2	1.06	1.87	113.92	146.38	10.85	True	no
1790	Aragonite	5.0933	2.5466	3	268.08	306.77	2.9131	1.3086	59.772	0.60	1.76	132.24	156.25	85.58	True	no
1791	Aragonite	13.262	4.1092	8	286.20	312.72	7.2647	3.1255	120.85	1.64	4.76	92.82	34.07	33.60	True	no
1792	Aragonite	1.922	1.5643	5	307.95	304.50	1.9221	1.5097	40.838	0.57	2.02	165.15	115.44	23.55	True	no
1793	Aragonite	1.0571	1.1601	3	358.73	303.82	1.4162	1.4902	72.835	0.48	0.83	87.53	93.74	32.44	True	no
1794	Aragonite	1.2493	1.2612	3	416.31	302.92	1.5855	1.5804	169.36	0.81	0.88	138.80	107.37	20.36	True	no
1795	Aragonite	2.0181	1.603	4	431.67	304.62	1.9248	1.4418	86.386	0.48	0.97	110.77	104.00	128.65	True	no
1796	Aragonite	2.6908	1.851	5	442.82	304.57	2.6035	1.9784	160.44	0.82	2.29	5.01	79.82	15.37	True	no
1797	Aragonite	0.961	1.1062	3	447.10	303.90	1.5615	1.9927	119.77	0.14	0.72	95.11	73.14	48.15	True	no
1798	Aragonite	0.961	1.1062	2	64.00	304.00	1.4558	1.7321	45	0.72	0.72	26.31	159.20	21.77	True	no
1799	Aragonite	1.5376	1.3992	4	181.31	304.94	1.6695	1.4237	108.43	0.55	0.92	5.44	157.14	169.89	True	no
1800	Aragonite	12.974	4.0643	7	219.86	312.90	5.0453	1.541	74.952	1.11	2.60	32.89	46.13	23.61	True	no
1801	Aragonite	39.209	7.0656	13	265.48	318.53	9.3585	1.7544	118.73	3.13	6.49	137.95	23.82	124.85	True	no
1802	Aragonite	2.5947	1.8176	5	317.63	306.89	2.4893	1.8756	36.918	0.89	2.40	22.36	21.13	25.16	True	no
1803	Aragonite	1.2493	1.2612	3	335.23	304.46	1.3703	1.1805	50.477	0.73	2.25	179.11	101.85	56.50	True	no
1804	Aragonite	22.391	5.3394	10	342.01	311.54	7.291	1.8646	36.998	2.18	4.66	173.96	63.27	8.75	True	no
1805	Aragonite	1.8259	1.5247	4	362.53	304.89	2.3774	2.4313	34.336	0.60	1.65	85.34	4.75	92.48	True	no
1806	Aragonite	5.0933	2.5466	7	412.87	306.00	3.0064	1.3937	167.04	0.78	1.96	149.53	68.67	129.46	True	no
1807	Aragonite	1.4415	1.3548	5	24.47	306.33	1.8858	1.9376	72.912	0.78	0.93	96.67	66.08	128.02	True	no
1808	Aragonite	2.0181	1.603	4	96.00	306.29	1.6841	1.1038	13.704	0.86	1.71	110.78	86.17	58.39	True	no
1809	Aragonite	1.0571	1.1601	2	165.82	305.00	1.874	2.6092	13.458	0.76	2.29	14.78	100.24	176.91	True	no
1810	Aragonite	3.3635	2.0694	5	173.83	306.86	3.5252	2.9019	26.508	1.07	2.62	8.73	155.29	170.84	True	no
1811	Aragonite	0.961	1.1062	4	277.30	305.50	1.3216	1.4274	14.089	1.00	1.54	145.55	140.90	31.28	True	no
1812	Aragonite	2.4025	1.749	3	367.16	306.40	2.1112	1.4571	166	0.42	1.16	87.80	94.32	32.64	True	no
1813	Aragonite	9.4178	3.4628	5	16.53	314.91	5.1844	2.2415	78.901	1.63	3.09	156.49	57.22	93.73	True	no
1814	Aragonite	1.0571	1.1601	4	291.45	305.91	2.2762	3.8494	168.99	0.96	1.36	156.43	48.69	177.63	True	no
1815	Aragonite	1.6337	1.4423	1	341.41	307.59	1.7031	1.3944	109.57	0.31	0.64	126.00	72.76	28.78	True	no
1816	Aragonite	1.5376	1.3992	4	357.31	306.75	2.2686	2.6289	146.43	0.87	1.77	176.08	56.96	4.39	True	no
1817	Aragonite	3.2674	2.0397	6	390.71	308.35	2.3562	1.3345	146.59	1.29	3.17	111.38	104.16	167.74	True	no
1818	Aragonite	1.4415	1.3548	1	398.00	307.33	1.8951	1.9568	101.6	0.65	1.21	62.93	46.47	78.14	True	no
1819	Aragonite	7.1114	3.0091	7	427.69	310.31	6.2916	4.3718	153.02	1.42	2.98	109.97	104.20	128.62	True	no
1820	Aragonite	1.1532	1.2117	1	67.17	307.08	1.5558	1.6485	170.58	0.39	0.73	26.91	158.69	27.19	True	no
1821	Aragonite	67.654	9.2812	13	76.23	322.55	11.107	1.4321	3.9677	2.86	6.38	62.83	47.99	0.01	True	no
1822	Aragonite	3.844	2.2123	3	140.68	310.08	3.2339	2.1368	4.7913	1.00	2.01	14.55	37.02	177.18	True	no
1823	Aragonite	1.3454	1.3088	2	151.57	307.64	1.5503	1.403	148.97	0.69	1.14	7.17	156.15	173.63	True	no
1824	Aragonite	4.7089	2.4486	4	179.57	310.65	3.5627	2.1171	8.1135	0.89	1.84	20.98	37.29	174.09	True	no
1825	Aragonite	15.28	4.4108	11	238.19	317.90	11.364	6.6374	33.207	2.50	5.17	120.53	166.82	72.72	True	no
1826	Aragonite	1.922	1.5643	3	291.35	308.25	2.5811	2.7224	152.14	0.83	1.65	138.53	169.73	164.14	True	no
1827	Aragonite	4.1323	2.2938	5	311.02	309.67	3.5397	2.3813	159.89	0.89	2.01	141.14	56.04	25.91	True	no
1828	Aragonite	6.6309	2.9056	8	331.06	315.29	5.6057	3.722	94.183	1.41	3.44	71.55	91.37	26.89	True	no
1829	Aragonite	1.7298	1.4841	4	407.50	308.22	1.6472	1.2319	90	0.45	1.20	122.94	40.57	159.09	True	no
1830	Aragonite	2.883	1.9159	3	418.83	309.70	2.2495	1.3785	110.44	0.88	1.10	81.06	166.23	145.31	True	no
1831	Aragonite	8.649	3.3185	4	4.09	310.44	3.0532	1.693	143.54	0.86	1.86	152.25	115.06	11.82	True	edge
1832	Aragonite	0.961	1.1062	3	85.20	308.50	1.2944	1.3693	90	0.83	1.04	167.50	23.50	3.66	True	no
1833	Aragonite	2.2103	1.6776	3	123.61	309.00	2.2796	1.8466	152.33	1.19	2.92	15.55	157.89	4.93	True	no
1834	Aragonite	11.82	3.8794	5	280.43	316.80	6.4784	2.7887	117.81	1.48	4.56	97.25	32.15	28.30	True	no
1835	Aragonite	1.8259	1.5247	5	435.32	309.16	1.8183	1.4221	87.35	0.80	1.28	10.02	78.91	13.80	True	no
1836	Aragonite	2.7869	1.8837	4	445.83	309.38	2.2359	1.4089	134.62	0.76	1.87	11.66	77.63	14.42	True	no
1837	Aragonite	4.1323	2.2938	8	92.16	311.23	3.1487	1.8844	150.53	0.96	1.67	169.71	141.93	176.42	True	no
1838	Aragonite	1.5376	1.3992	2	101.38	309.06	1.8081	1.6698	170.4	0.99	2.56	23.58	40.95	163.88	True	no
1839	Aragonite	1.8259	1.5247	2	108.16	309.74	2.0234	1.761	160.16	0.65	1.20	9.37	99.59	173.45	True	no
1840	Aragonite	1.6337	1.4423	4	119.71	310.47	1.9209	1.774	165.34	0.88	1.27	11.66	100.77	2.38	True	no
1841	Aragonite	2.5947	1.8176	4	226.30	310.41	2.2019	1.4675	69.204	1.13	2.02	86.17	33.60	27.10	True	no
1842	Aragonite	0.961	1.1062	3	326.80	309.00	1.2441	1.2649	90	0.62	1.24	23.67	84.97	52.26	True	no
1843	Aragonite	1.8259	1.5247	1	455.68	310.84	1.8183	1.4221	87.35	0.54	1.29	74.65	108.17	42.56	True	no
1844	Aragonite	1.0571	1.1601	0	466.82	309.82	1.1823	1.0385	45	0.11	0.61	54.10	99.54	60.62	True	no
1845	Aragonite	2.4025	1.749	3	38.24	311.88	2.2486	1.6529	138.79	2.05	3.81	20.36	162.62	23.33	True	no
1846	Aragonite	1.3454	1.3088	3	133.14	311.64	1.6894	1.6661	32.526	0.18	0.39	4.69	156.40	172.56	True	no
1847	Aragonite	1.3454	1.3088	3	205.14	310.79	1.8352	1.9662	154.88	1.05	1.47	31.93	49.13	21.66	True	no
1848	Aragonite	1.0571	1.1601	3	318.91	310.64	1.4119	1.4811	28.515	0.25	0.88	27.04	84.41	53.16	True	no
1849	Aragonite	16.721	4.6141	5	352.05	315.57	5.6795	1.5151	26.703	1.80	4.37	4.56	53.20	171.34	True	no
1850	Aragonite	1.0571	1.1601	2	364.36	310.09	1.381	1.4169	164.93	0.25	0.74	143.64	10.63	38.92	True	no
1851	Aragonite	1.5376	1.3992	3	441.69	310.75	2.7993	4.0027	151.47	0.68	1.29	31.98	139.98	21.44	True	no
1852	Aragonite	1.7298	1.4841	5	26.00	312.83	1.9879	1.7943	146.31	0.76	1.39	165.01	124.78	20.39	True	no
1853	Aragonite	1.5376	1.3992	3	30.38	312.19	1.7798	1.6181	121.96	0.97	1.38	147.10	65.00	16.37	True	no
1854	Aragonite	1.5376	1.3992	3	98.81	311.94	1.6262	1.3508	20.699	0.76	1.66	173.98	142.59	179.27	True	no
1855	Aragonite	1.3454	1.3088	2	148.93	311.64	1.6835	1.6545	42.072	0.81	1.86	20.21	37.10	175.43	True	no
1856	Aragonite	4.9972	2.5224	4	326.60	315.88	4.0683	2.6013	110.57	1.02	2.82	31.33	38.58	47.65	True	no
1857	Aragonite	1.0571	1.1601	4	394.55	312.00	1.6175	1.9438	128.42	0.73	1.35	63.34	159.64	129.87	True	no
1858	Aragonite	26.716	5.8323	12	427.78	317.31	14.839	6.4735	165.15	3.38	6.63	60.00	48.65	75.50	True	no
1859	Aragonite	25.082	5.6512	13	455.67	318.18	11.744	4.3186	163.29	2.26	4.71	42.14	125.50	96.85	True	no
1860	Aragonite	3.6518	2.1563	2	1.21	313.58	1.8273	1.4362	97.018	0.38	0.64	140.18	51.76	13.68	True	edge
1861	Aragonite	1.1532	1.2117	2	107.33	312.92	1.349	1.2393	145.28	0.41	0.96	8.43	91.29	176.05	True	no
1862	Aragonite	2.4025	1.749	5	188.80	314.24	2.3622	1.8242	45.212	1.10	2.38	70.93	113.75	42.79	True	no
1863	Aragonite	2.3064	1.7137	4	366.25	314.04	2.0914	1.4894	119.54	0.70	1.51	6.86	54.14	172.41	True	no
1864	Aragonite	7.3997	3.0695	5	9.31	321.12	4.5076	2.1565	83.51	1.02	2.96	93.88	76.56	125.63	True	no
1865	Aragonite	0.961	1.1062	3	43.40	313.10	1.1845	1.1467	81.128	0.71	1.11	0.05	107.26	8.44	True	no
1866	Aragonite	1.7298	1.4841	2	89.33	313.44	2.1257	2.0516	166.21	0.87	1.86	4.23	37.93	172.65	True	no
1867	Aragonite	0.961	1.1062	3	123.50	312.80	1.2944	1.3693	180	0.31	0.79	4.16	156.91	171.57	True	no
1868	Aragonite	18.259	4.8216	11	172.65	318.65	6.9645	2.0864	34.753	3.63	6.42	148.81	142.98	93.03	True	no
1869	Aragonite	1.922	1.5643	4	207.10	313.45	2.6784	2.9315	13.964	1.42	2.74	78.84	160.09	33.81	True	no
1870	Aragonite	8.8412	3.3551	6	209.37	319.08	4.3762	1.7012	32.868	2.23	4.93	38.60	46.10	14.06	True	no
1871	Aragonite	4.6128	2.4235	4	228.23	316.00	4.4632	3.3917	36.249	1.00	2.48	50.29	109.25	11.19	True	no
1872	Aragonite	8.3607	3.2627	6	301.18	317.10	4.9708	2.3212	160.69	1.46	2.56	164.38	63.19	4.40	True	no
1873	Aragonite	3.844	2.2123	5	319.33	315.58	3.5615	2.5916	159.74	1.70	3.27	64.82	24.04	91.99	True	no
1874	Aragonite	6.9192	2.9681	7	375.01	317.57	5.3172	3.2092	50.46	1.10	2.74	70.58	76.91	11.58	True	no
1875	Aragonite	3.6518	2.1563	5	386.29	316.29	3.5327	2.6841	79.21	0.55	1.64	126.76	42.45	158.93	True	no
1876	Aragonite	6.9192	2.9681	6	390.26	319.39	4.906	2.732	77.607	1.29	3.52	108.40	104.44	164.64	True	no
1877	Aragonite	1.7298	1.4841	4	21.83	315.89	2.3182	2.44	87.4	0.88	1.51	159.49	54.21	83.99	True	no
1878	Aragonite	1.4415	1.3548	3	99.73	314.60	2.1401	2.4953	177.22	0.51	0.84	174.68	80.07	177.01	True	no
1879	Aragonite	9.2256	3.4273	8	120.55	318.64	4.2026	1.5036	147.56	1.52	2.70	19.29	37.29	171.29	True	no
1880	Aragonite	4.7089	2.4486	4	132.78	315.63	3.2583	1.7708	7.1571	1.25	3.08	17.89	36.67	175.41	True	no
1881	Aragonite	1.6337	1.4423	3	200.00	314.00	2.2126	2.3536	170.78	1.58	3.61	39.24	45.78	13.19	True	no
1882	Aragonite	1.4415	1.3548	2	398.40	315.80	2.5321	3.4934	94.065	0.89	1.20	103.56	102.41	167.04	True	no
1883	Aragonite	29.118	6.0889	11	403.58	324.11	7.4313	1.4896	143.9	2.99	6.53	122.55	40.60	158.57	True	no
1884	Aragonite	1.6337	1.4423	1	461.88	314.88	1.9904	1.9046	135	1.01	1.71	20.14	77.74	15.88	True	no
1885	Aragonite	0.961	1.1062	3	6.40	315.50	1.4988	1.8359	76.812	0.56	0.90	95.67	78.27	127.80	True	no
1886	Aragonite	1.922	1.5643	2	58.30	316.75	2.2691	2.104	59.793	1.28	2.33	72.32	163.05	15.68	True	no
1887	Aragonite	2.883	1.9159	3	110.70	316.23	2.535	1.7507	164.03	0.35	1.32	168.78	142.39	171.27	True	no
1888	Aragonite	1.8259	1.5247	3	147.47	315.11	2.517	2.7251	3.8623	0.46	1.03	9.86	155.03	171.57	True	no
1889	Aragonite	9.1295	3.4094	9	190.36	320.76	5.9463	3.0419	47.6	2.06	4.62	18.71	164.76	151.44	True	no
1890	Aragonite	4.9011	2.4981	5	250.16	319.94	2.9608	1.4048	43.344	1.76	4.13	149.61	139.17	162.33	True	no
1891	Aragonite	1.5376	1.3992	3	294.31	316.13	2.1216	2.2991	148.49	0.59	1.31	168.66	61.78	3.73	True	no
1892	Aragonite	1.6337	1.4423	5	382.12	316.35	2.088	2.096	74.426	0.58	1.40	87.73	119.26	32.39	True	no
1893	Aragonite	2.0181	1.603	5	25.86	317.62	2.4336	2.3048	113.49	0.85	1.43	109.87	110.56	36.65	True	no
1894	Aragonite	1.6337	1.4423	4	40.65	316.76	1.8402	1.6279	44.05	0.82	1.40	57.86	65.98	36.93	True	no
1895	Aragonite	13.262	4.1092	9	103.96	320.90	6.512	2.5114	168.36	1.50	3.56	177.54	78.68	174.62	True	no
1896	Aragonite	0.961	1.1062	2	127.20	317.10	1.4322	1.6763	148.04	0.71	1.88	12.33	98.70	176.42	True	no
1897	Aragonite	4.9011	2.4981	4	314.00	319.08	3.3366	1.7841	143.27	1.30	3.38	148.25	63.85	26.75	True	no
1898	Aragonite	2.5947	1.8176	4	369.15	318.74	2.9491	2.6326	66.644	0.87	2.16	84.59	138.07	16.55	True	no
1899	Aragonite	1.1532	1.2117	3	3.17	316.92	1.5558	1.6485	9.4169	0.15	0.22	96.46	77.23	123.84	True	no
1900	Aragonite	1.6337	1.4423	3	29.35	318.53	1.5706	1.1859	120.18	0.78	1.31	109.89	107.94	34.68	True	no
1901	Aragonite	5.1894	2.5705	4	47.39	322.15	4.2639	2.7516	81.871	1.40	3.66	56.69	97.70	3.83	True	no
1902	Aragonite	2.3064	1.7137	3	51.46	319.42	2.3722	1.9163	66.248	1.06	2.10	54.25	98.88	3.19	True	no
1903	Aragonite	9.0334	3.3914	5	221.59	324.44	7.8006	5.2904	32.462	1.73	3.50	46.91	112.27	10.17	True	no
1904	Aragonite	0.961	1.1062	2	344.00	317.50	1.4135	1.633	116.57	0.30	1.16	8.01	53.99	167.70	True	no
1905	Aragonite	9.2256	3.4273	5	416.98	319.84	7.008	4.181	166.64	1.80	4.30	122.47	81.01	47.43	True	no
1906	Aragonite	0.961	1.1062	4	146.00	317.50	1.8603	2.8284	180	0.27	0.46	11.06	157.37	177.02	True	no
1907	Aragonite	2.5947	1.8176	4	183.07	319.96	2.4624	1.8354	34.889	1.22	2.42	68.33	116.38	38.72	True	no
1908	Aragonite	1.0571	1.1601	2	197.18	318.91	1.5908	1.8802	76.717	0.90	1.56	66.36	162.77	16.33	True	no
1909	Aragonite	2.7869	1.8837	3	364.83	319.93	2.5784	1.8736	112.75	1.03	1.90	135.02	91.94	11.58	True	no
1910	Aragonite	3.1713	2.0094	4	474.97	319.33	2.273	1.2795	14.145	1.30	1.91	150.55	70.77	118.05	True	no
1911	Aragonite	2.9791	1.9476	4	23.94	321.94	2.3462	1.4512	89.884	1.02	2.10	112.20	108.00	39.41	True	no
1912	Aragonite	6.5348	2.8845	5	41.18	323.47	3.8775	1.807	58.198	0.82	1.60	79.59	159.14	31.18	True	no
1913	Aragonite	8.5529	3.3	7	137.89	322.02	6.1014	3.4185	3.1867	1.90	3.97	14.96	37.55	172.62	True	no
1914	Aragonite	5.8621	2.732	8	196.79	326.02	4.4674	2.6739	50.401	1.51	3.47	42.86	45.92	5.70	True	no
