Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
552	Aragonite	29.524	6.1312	15	125.86	69.06	9.2131	2.258	28.807	1.84	5.52	140.38	151.80	132.94	True	no
553	Aragonite	13.341	4.1214	8	144.49	66.14	6.2248	2.2812	39.74	1.20	3.85	23.41	132.15	34.38	True	no
554	Aragonite	10.425	3.6432	8	201.20	69.26	5.469	2.2534	64.14	0.97	3.46	124.42	167.82	61.10	True	no
555	Aragonite	4.3011	2.3402	7	242.54	60.22	3.074	1.7255	13.46	0.93	2.35	156.84	71.91	59.18	True	no
556	Aragonite	0.8748	1.0554	5	252.83	58.67	1.1279	1.1422	36.65	0.41	0.78	149.98	144.13	117.90	True	no
557	Aragonite	0.729	0.96343	2	256.00	59.30	1.5298	2.5215	125.64	0.62	1.07	134.42	139.41	69.39	True	no
558	Aragonite	2.187	1.6687	7	261.07	60.60	2.5174	2.2759	58.122	0.94	1.69	134.18	143.74	68.66	True	no
559	Aragonite	0.8748	1.0554	2	264.92	59.17	1.3551	1.6485	80.583	0.73	1.09	107.77	170.56	67.19	True	no
560	Aragonite	1.0935	1.18	3	313.13	59.47	1.4655	1.5425	86.673	0.37	0.50	81.27	159.63	12.86	True	no
561	Aragonite	0.729	0.96343	2	347.00	58.20	1.0835	1.2649	90	0.15	0.73	142.37	158.20	44.27	True	no
562	Aragonite	2.4786	1.7765	4	488.29	58.79	2.2466	1.5993	178.68	0.85	1.60	64.34	104.73	99.89	True	no
563	Aragonite	2.4057	1.7502	3	19.73	61.21	2.8368	2.6273	48.453	0.77	1.52	110.15	174.07	60.23	True	no
564	Aragonite	2.187	1.6687	1	70.43	61.83	2.0377	1.4912	92.791	0.70	1.86	69.00	137.56	33.95	True	no
565	Aragonite	16.621	4.6003	10	107.38	63.74	7.0989	2.3813	0.22089	1.92	4.14	3.02	84.35	21.69	True	no
566	Aragonite	1.0206	1.1399	5	278.71	59.00	1.7111	2.2531	174.5	0.82	1.27	45.57	93.78	1.15	True	no
567	Aragonite	1.3122	1.2926	5	344.06	60.50	1.3693	1.1222	62.709	0.92	2.06	122.74	157.97	38.49	True	no
568	Aragonite	1.0206	1.1399	2	351.43	60.07	1.2794	1.2596	69.276	0.29	1.01	102.16	153.31	18.07	True	no
569	Aragonite	0.8748	1.0554	2	356.92	60.17	1.3551	1.6485	80.583	0.66	1.38	136.35	150.74	36.81	True	no
570	Aragonite	0.729	0.96343	3	421.00	59.70	1.0403	1.166	23.234	0.83	1.11	130.63	82.06	5.68	True	no
571	Aragonite	2.8431	1.9026	5	421.64	63.33	2.0804	1.1956	70.96	0.56	1.20	139.32	144.89	9.01	True	no
572	Aragonite	1.9683	1.5831	2	469.85	60.41	1.8183	1.3192	175.94	0.84	2.21	7.53	105.90	89.80	True	no
573	Aragonite	4.8843	2.4938	6	26.24	65.34	4.2943	2.9654	43.95	0.61	1.65	52.08	58.16	3.70	True	no
574	Aragonite	1.5309	1.3961	3	60.43	62.10	2.0199	2.0932	51.684	0.59	1.00	31.85	13.49	25.72	True	no
575	Aragonite	1.2393	1.2562	4	93.71	60.53	1.6603	1.7469	39.394	0.76	1.36	4.13	82.94	22.07	True	no
576	Aragonite	0.8019	1.0105	3	126.18	60.82	1.0297	1.0385	135	0.48	0.73	2.17	84.67	20.27	True	no
577	Aragonite	3.9366	2.2388	4	169.15	63.74	2.3851	1.135	32.222	1.07	3.18	178.06	115.48	31.46	True	no
578	Aragonite	4.3011	2.3402	4	176.20	63.22	2.6665	1.2984	96.944	0.86	2.27	146.84	58.87	33.35	True	no
579	Aragonite	4.6656	2.4373	7	247.42	63.95	3.1999	1.7237	178.37	0.56	1.30	30.29	72.67	121.49	True	no
580	Aragonite	1.3851	1.328	2	275.16	62.79	1.989	2.2432	80.024	1.24	2.39	41.61	94.02	1.75	True	no
581	Aragonite	1.3851	1.328	3	387.32	61.32	1.6197	1.4875	100.23	0.65	1.15	155.64	159.67	40.36	True	no
582	Aragonite	0.8019	1.0105	3	406.09	60.73	1.4382	2.0258	114.34	0.80	1.71	172.48	169.42	57.35	True	no
583	Aragonite	7.5087	3.092	6	491.56	64.33	3.9963	1.6705	19.808	1.25	2.68	64.33	109.05	101.76	True	no
584	Aragonite	2.0412	1.6121	5	525.46	65.18	2.4715	2.3502	89.547	0.65	1.68	179.38	71.40	100.22	True	no
585	Aragonite	10.498	3.6559	4	550.13	65.86	4.4679	1.4935	169.78	1.13	3.11	109.44	77.89	99.41	True	no
586	Aragonite	3.9366	2.2388	6	86.65	63.41	2.3562	1.1076	148.51	0.65	1.37	61.91	47.68	0.62	True	no
587	Aragonite	5.5404	2.656	5	193.53	64.66	2.7955	1.1078	13.716	0.98	2.66	61.93	96.46	33.15	True	no
588	Aragonite	0.8019	1.0105	3	227.82	62.00	1.1758	1.354	90	0.09	0.52	136.87	129.61	154.04	True	no
589	Aragonite	0.9477	1.0985	3	285.38	61.77	1.4149	1.6591	55.454	0.67	0.78	67.56	149.92	16.87	True	no
590	Aragonite	0.729	0.96343	1	317.00	61.20	1.0835	1.2649	90	0.09	0.44	62.77	41.27	167.33	True	no
591	Aragonite	1.8225	1.5233	4	324.80	64.40	2.233	2.1489	89.391	0.73	1.04	77.08	104.74	0.32	True	no
592	Aragonite	0.8748	1.0554	2	338.83	61.58	1.5223	2.0807	52.473	0.75	1.12	102.64	160.11	23.49	True	no
593	Aragonite	1.0935	1.18	6	348.67	62.20	1.5904	1.8167	111.58	0.46	1.60	86.55	96.97	6.42	True	no
594	Aragonite	1.1664	1.2186	2	367.50	61.50	1.2186	1	90	0.47	0.84	133.25	163.48	37.60	True	no
595	Aragonite	1.3851	1.328	2	384.26	62.68	1.8482	1.9369	99.831	0.42	1.09	125.59	152.27	11.65	True	no
596	Aragonite	1.6767	1.4611	5	404.96	63.13	2.6729	3.3466	130.71	0.58	1.47	120.34	111.16	10.89	True	no
597	Aragonite	9.5499	3.487	9	506.93	69.84	5.7605	2.7291	94.587	0.84	2.30	1.66	119.92	95.39	True	no
598	Aragonite	6.0507	2.7756	7	34.14	68.92	6.0969	4.825	48.169	1.04	2.02	39.58	61.55	10.24	True	no
599	Aragonite	1.8954	1.5535	4	233.08	64.38	2.2126	2.0286	135.56	0.62	1.92	129.11	139.48	147.84	True	no
600	Aragonite	1.6767	1.4611	5	254.74	63.87	1.8442	1.5931	157.24	0.59	1.54	98.89	53.18	87.03	True	no
601	Aragonite	2.1141	1.6407	2	288.59	63.66	1.8888	1.3253	46.135	0.85	1.17	40.90	165.81	9.14	True	no
602	Aragonite	0.8019	1.0105	2	321.82	62.55	1.2398	1.5054	48.972	0.23	0.25	64.25	43.77	169.28	True	no
603	Aragonite	1.0206	1.1399	2	340.50	63.50	1.6104	1.9956	66.632	1.02	2.07	92.11	162.95	18.24	True	no
604	Aragonite	1.6767	1.4611	1	378.96	64.17	1.7385	1.4158	100.03	1.10	1.47	114.77	85.14	2.72	True	no
605	Aragonite	1.3851	1.328	3	391.79	63.11	1.4905	1.2597	109.87	0.78	1.62	113.70	161.91	177.98	True	no
606	Aragonite	1.0935	1.18	1	401.07	63.20	1.1905	1.018	18.435	0.53	1.03	112.93	26.87	11.21	True	no
607	Aragonite	1.8225	1.5233	2	268.84	65.12	1.7756	1.3587	90.826	0.52	0.88	134.42	141.82	67.94	True	no
608	Aragonite	0.8019	1.0105	0	279.00	64.00	1.2912	1.633	63.435	0.22	0.30	36.37	152.75	173.31	True	no
609	Aragonite	1.0206	1.1399	4	345.29	65.21	1.9064	2.7968	79.439	0.74	2.29	74.43	157.72	174.72	True	no
610	Aragonite	0.9477	1.0985	4	353.31	64.00	1.4643	1.7769	133.04	0.68	1.22	94.81	101.58	16.33	True	no
611	Aragonite	0.8748	1.0554	1	412.83	64.33	1.3226	1.5705	64.464	0.68	1.09	92.37	86.84	15.17	True	no
612	Aragonite	2.7702	1.8781	4	463.05	68.61	3.1429	2.8005	93.144	0.52	1.09	123.18	82.13	106.30	True	no
613	Aragonite	5.3217	2.603	5	469.96	65.99	3.4164	1.7225	29.123	0.66	1.48	8.08	108.85	90.71	True	no
614	Aragonite	2.5515	1.8024	3	539.43	65.89	2.5165	1.9494	59.106	1.11	2.07	57.13	110.25	109.46	True	no
615	Aragonite	1.8225	1.5233	3	80.32	65.32	1.9182	1.5857	50.534	0.83	2.52	64.47	164.42	2.38	True	no
616	Aragonite	4.3011	2.3402	5	154.10	67.78	3.7237	2.532	32.271	1.37	3.76	127.08	170.37	61.56	True	no
617	Aragonite	3.7179	2.1757	5	218.43	67.57	2.47	1.2888	96.789	0.98	2.76	77.76	29.40	87.63	True	no
618	Aragonite	1.9683	1.5831	4	357.70	66.59	2.3272	2.161	124.13	0.24	0.68	96.62	92.27	10.25	True	no
619	Aragonite	6.9984	2.9851	8	207.99	74.94	6.2065	4.3229	61.76	0.74	2.19	66.31	109.22	11.29	True	no
620	Aragonite	3.7179	2.1757	4	262.02	69.45	3.6603	2.8302	92.928	0.86	1.80	83.53	107.60	35.67	True	no
621	Aragonite	1.2393	1.2562	2	314.47	65.59	1.4717	1.3726	63.192	0.64	0.93	53.65	168.34	175.19	True	no
622	Aragonite	2.0412	1.6121	4	320.11	67.50	2.0167	1.5649	100.44	0.49	0.76	55.35	102.45	173.16	True	no
623	Aragonite	1.0935	1.18	3	367.27	66.07	1.6221	1.8898	100.76	0.54	0.81	104.64	14.35	172.01	True	no
624	Aragonite	0.8019	1.0105	3	370.18	65.64	1.3599	1.8113	127.87	0.34	0.47	135.29	162.00	34.30	True	no
625	Aragonite	1.0935	1.18	1	375.07	66.13	1.5213	1.6623	139.61	0.36	0.72	130.64	161.30	20.76	True	no
626	Aragonite	0.729	0.96343	4	388.70	65.30	1.0857	1.27	135	0.11	0.53	125.55	47.94	175.90	True	no
627	Aragonite	3.0618	1.9744	3	97.81	68.52	2.4137	1.4945	9.5639	0.83	1.84	138.30	148.82	128.93	True	no
628	Aragonite	1.3851	1.328	4	227.63	67.00	1.8176	1.8732	162.24	0.52	1.33	127.55	138.20	147.90	True	no
629	Aragonite	0.8019	1.0105	3	348.27	67.36	1.5928	2.4847	95.31	1.02	2.41	79.30	155.44	172.89	True	no
630	Aragonite	2.1141	1.6407	3	424.93	68.14	1.9226	1.3732	70.371	0.68	1.12	18.94	144.17	63.04	True	no
631	Aragonite	7.7274	3.1367	6	518.38	72.56	4.0755	1.6882	58.854	1.26	3.45	117.12	86.01	109.91	True	no
632	Aragonite	3.2076	2.0209	5	48.64	71.89	3.3851	2.8058	79.175	1.59	3.46	64.14	120.86	7.41	True	no
633	Aragonite	1.2393	1.2562	4	82.82	69.18	1.5467	1.5161	55.454	0.68	1.63	62.44	110.82	0.39	True	no
634	Aragonite	39.22	7.0666	21	61.28	105.74	24.475	11.995	51.561	1.60	3.99	52.03	49.02	7.95	True	no
635	Aragonite	1.6038	1.429	2	160.14	68.64	1.6984	1.4125	31.198	0.83	1.49	134.36	167.30	73.94	True	no
636	Aragonite	4.1553	2.3002	8	222.72	71.02	2.9894	1.6891	25.012	1.32	2.43	151.13	67.78	31.38	True	no
637	Aragonite	0.8748	1.0554	4	232.25	68.00	1.2901	1.4942	120.05	0.45	0.94	156.40	80.59	159.55	True	no
638	Aragonite	1.8225	1.5233	6	237.32	68.92	1.9444	1.6293	24.858	0.66	1.50	173.81	100.69	15.85	True	no
639	Aragonite	1.458	1.3625	3	242.65	68.15	1.3923	1.0442	156.8	1.02	1.85	124.54	129.57	80.36	True	no
640	Aragonite	0.729	0.96343	2	352.60	67.90	1.1677	1.469	78.348	0.50	1.10	154.54	140.94	50.82	True	no
641	Aragonite	0.8748	1.0554	1	363.17	68.17	1.301	1.5196	88.093	0.30	0.44	108.28	19.64	156.25	True	no
642	Aragonite	0.9477	1.0985	3	391.54	67.23	1.5437	1.975	37.82	0.86	1.35	66.84	77.24	137.27	True	no
643	Aragonite	8.019	3.1953	5	433.80	72.77	4.5282	2.0082	149.37	0.82	2.23	146.04	84.76	146.20	True	no
644	Aragonite	6.561	2.8903	7	175.48	72.07	3.0986	1.1494	23.04	1.67	4.09	66.48	123.94	12.11	True	no
645	Aragonite	0.8019	1.0105	3	214.45	70.18	2.0071	3.9455	97.413	0.42	0.71	118.68	168.26	57.45	True	no
646	Aragonite	1.6038	1.429	6	252.23	68.77	2.0761	2.1107	14.586	0.50	1.32	5.36	103.45	154.43	True	no
647	Aragonite	0.729	0.96343	3	257.10	68.40	1.1173	1.3449	85.862	0.73	1.36	82.81	107.60	35.92	True	no
648	Aragonite	2.187	1.6687	4	268.43	70.37	1.9754	1.4014	28.136	1.04	2.55	144.32	11.75	57.38	True	no
649	Aragonite	1.0935	1.18	1	275.20	69.47	1.4381	1.4854	120.47	0.34	0.54	86.36	99.24	18.02	True	no
650	Aragonite	1.1664	1.2186	3	327.75	70.25	1.9662	2.6031	82.69	0.72	1.66	81.12	149.58	20.47	True	no
651	Aragonite	1.0206	1.1399	2	337.50	68.71	1.1521	1.0214	90	1.06	1.95	152.15	173.28	61.23	True	no
652	Aragonite	1.3122	1.2926	4	342.11	69.33	1.3697	1.123	14.991	0.57	1.24	94.73	104.48	16.17	True	no
653	Aragonite	1.6038	1.429	2	393.68	70.00	1.5882	1.2352	90	0.90	1.92	15.74	55.53	170.38	True	no
654	Aragonite	1.1664	1.2186	3	405.38	68.81	1.6174	1.7615	129.53	0.59	1.68	90.48	28.80	57.06	True	no
655	Aragonite	0.8019	1.0105	4	499.00	68.36	1.4003	1.9205	38.908	0.62	1.50	17.83	20.58	75.19	True	no
656	Aragonite	2.3328	1.7234	2	0.88	70.88	1.7746	2.1205	91.263	0.66	0.91	49.26	63.21	13.38	True	edge
657	Aragonite	1.0935	1.18	3	13.13	69.47	1.2583	1.1371	165.96	0.79	1.49	47.09	60.78	5.92	True	no
658	Aragonite	1.458	1.3625	3	27.10	70.30	1.5327	1.2655	39.089	1.22	1.97	86.04	172.86	33.50	True	no
659	Aragonite	4.5927	2.4182	5	73.44	73.73	3.6215	2.2429	48.623	1.05	2.01	65.40	164.20	2.87	True	no
660	Aragonite	1.1664	1.2186	2	168.38	69.38	1.3581	1.242	129.06	0.66	1.39	64.28	56.60	9.70	True	no
661	Aragonite	2.2599	1.6963	6	244.35	71.65	2.1903	1.6673	50.092	0.82	1.62	20.40	65.30	53.65	True	no
662	Aragonite	1.0935	1.18	3	316.60	69.93	1.3552	1.3191	99.462	0.67	1.49	64.57	41.05	169.29	True	no
663	Aragonite	0.8019	1.0105	4	324.64	69.82	1.5364	2.3121	60.233	0.81	0.96	46.22	39.29	22.96	True	no
664	Aragonite	2.3328	1.7234	7	351.41	72.69	2.6083	2.2905	109.63	0.89	1.58	93.24	104.45	16.31	True	no
665	Aragonite	3.8637	2.218	5	371.09	74.40	4.4456	4.0175	98.429	0.64	1.90	101.68	165.30	3.72	True	no
666	Aragonite	0.729	0.96343	3	401.70	69.50	1.151	1.4274	165.91	0.83	1.29	144.85	12.69	46.61	True	no
667	Aragonite	1.6038	1.429	6	500.50	70.77	1.7311	1.4675	54.243	0.53	0.96	124.40	84.44	109.17	True	no
668	Aragonite	11.372	3.8052	7	555.78	76.13	4.0824	1.151	34.401	1.01	2.43	59.71	90.05	101.79	True	no
669	Aragonite	0.729	0.96343	3	18.90	70.90	1.36	1.9927	60.233	0.60	1.38	56.64	110.31	5.48	True	no
670	Aragonite	1.9683	1.5831	3	53.78	71.41	2.0604	1.694	35.876	0.45	1.20	30.69	13.70	26.21	True	no
671	Aragonite	1.1664	1.2186	3	183.38	70.81	1.5502	1.6181	58.039	0.48	0.87	127.52	170.75	69.53	True	no
672	Aragonite	2.5515	1.8024	4	193.86	73.34	2.8978	2.5849	78.607	0.71	1.64	55.89	87.13	33.73	True	no
673	Aragonite	1.458	1.3625	3	356.10	71.85	1.8011	1.7475	96.257	0.49	0.76	101.09	95.64	21.30	True	no
674	Aragonite	1.1664	1.2186	2	362.31	71.69	1.5793	1.6794	123.31	0.40	0.43	164.48	175.47	70.42	True	no
675	Aragonite	6.0507	2.7756	4	445.39	75.80	4.428	2.5451	138.82	1.05	2.94	172.01	42.56	117.35	True	no
676	Aragonite	3.5721	2.1326	5	471.29	73.39	2.8443	1.7788	127.6	0.93	1.58	8.36	113.52	90.05	True	no
677	Aragonite	0.8748	1.0554	2	489.42	69.92	1.6677	2.4969	14.375	0.92	2.04	34.92	22.86	59.82	True	no
678	Aragonite	9.477	3.4737	8	490.85	75.35	4.3344	1.557	7.4924	1.67	2.86	124.26	86.01	113.76	True	no
679	Aragonite	1.0935	1.18	2	531.33	71.60	1.4797	1.5726	63.127	0.91	1.41	56.76	110.67	108.34	True	no
680	Aragonite	7.2171	3.0314	7	537.48	74.25	3.883	1.6408	31.12	1.48	2.73	58.08	115.22	108.57	True	no
681	Aragonite	1.458	1.3625	3	190.90	73.80	2.6242	3.7096	81.326	0.69	1.32	6.43	40.09	58.46	True	no
682	Aragonite	3.7179	2.1757	6	257.22	74.22	2.3076	1.1249	94.245	0.85	1.65	44.01	56.44	43.26	True	no
683	Aragonite	0.8019	1.0105	1	309.09	71.64	1.2028	1.4169	74.929	0.87	1.91	59.34	38.34	177.02	True	no
684	Aragonite	0.729	0.96343	2	314.00	71.50	1.2312	1.633	116.57	0.08	0.39	35.28	164.81	157.50	True	no
685	Aragonite	3.4263	2.0887	6	395.49	72.66	3.8653	3.4248	8.2694	1.09	2.09	138.32	14.41	53.34	True	no
686	Aragonite	1.2393	1.2562	2	417.65	72.94	1.9128	2.3188	109.16	1.19	1.86	109.45	138.17	24.85	True	no
687	Aragonite	1.2393	1.2562	3	421.88	71.94	1.4499	1.3322	150.06	0.50	1.28	177.80	144.52	154.97	True	no
688	Aragonite	0.729	0.96343	3	511.60	71.60	1.048	1.1832	135	0.30	0.64	56.37	101.72	110.69	True	no
689	Aragonite	5.9049	2.742	7	525.31	78.11	2.7842	1.031	12.335	1.43	3.40	114.61	83.08	115.79	True	no
690	Aragonite	4.0095	2.2594	6	12.00	77.20	4.169	3.4045	53.515	1.38	2.78	44.11	62.26	11.68	True	no
691	Aragonite	3.2076	2.0209	4	20.36	75.89	3.0341	2.254	46.532	1.12	2.94	87.81	173.56	34.75	True	no
692	Aragonite	1.6767	1.4611	4	81.96	73.57	2.1954	2.2576	43.124	0.59	1.47	75.19	165.32	17.47	True	no
693	Aragonite	3.1347	1.9978	6	101.81	73.98	3.1626	2.506	168.26	1.52	3.17	136.79	149.71	131.50	True	no
694	Aragonite	1.3122	1.2926	3	145.44	73.28	1.6572	1.6437	31.15	0.46	1.03	135.10	167.15	74.36	True	no
695	Aragonite	19.683	5.0061	13	150.92	81.13	5.9957	1.4344	68.184	1.15	3.75	138.52	165.55	78.67	True	no
696	Aragonite	9.1854	3.4198	9	185.75	78.29	4.079	1.4227	126.32	1.72	3.87	103.14	135.31	56.14	True	no
697	Aragonite	1.6038	1.429	6	230.86	74.00	1.5718	1.2099	69.383	0.37	1.32	68.72	46.52	138.66	True	no
698	Aragonite	0.8748	1.0554	4	239.67	73.00	1.2727	1.4543	96.047	0.26	0.39	7.37	146.61	38.82	True	no
699	Aragonite	1.458	1.3625	3	274.15	72.65	2.0984	2.3719	167.89	0.98	1.65	132.82	155.34	53.28	True	no
700	Aragonite	0.9477	1.0985	4	320.85	72.69	1.1574	1.1102	97.018	0.73	2.18	68.29	160.86	164.03	True	no
701	Aragonite	2.916	1.9269	3	328.38	76.25	3.3321	2.9904	62.725	1.90	3.26	59.43	164.42	171.03	True	no
702	Aragonite	1.1664	1.2186	4	339.06	73.50	1.5052	1.5255	65.771	0.69	1.04	85.25	112.78	0.66	True	no
703	Aragonite	1.1664	1.2186	4	347.13	73.44	1.5959	1.7149	122.7	0.90	1.66	40.14	161.80	105.76	True	no
704	Aragonite	0.729	0.96343	3	479.30	72.20	1.2327	1.637	161.78	0.63	1.07	14.10	19.59	78.19	True	no
705	Aragonite	1.3122	1.2926	3	564.33	73.17	1.4224	1.211	127.98	0.82	1.36	111.26	79.21	102.68	True	no
706	Aragonite	1.0935	1.18	4	9.53	73.87	1.5141	1.6466	19.54	0.85	1.22	117.46	174.47	68.14	True	no
707	Aragonite	5.9778	2.7588	6	68.66	82.67	7.3105	7.0217	49.468	1.18	2.44	63.09	46.92	0.51	True	no
708	Aragonite	5.4675	2.6385	6	90.51	78.41	3.8377	2.1156	62.334	1.40	2.38	64.90	165.27	9.15	True	no
709	Aragonite	0.9477	1.0985	6	235.54	74.31	1.2248	1.2432	78.69	0.63	0.71	151.75	89.88	160.17	True	no
710	Aragonite	2.6973	1.8532	5	248.92	74.89	2.1696	1.3707	0.24714	0.50	0.82	143.08	33.30	50.47	True	no
711	Aragonite	2.2599	1.6963	5	323.90	76.48	2.3357	1.896	79.791	0.71	1.68	90.27	167.87	23.47	True	no
712	Aragonite	3.2076	2.0209	3	332.93	78.55	3.555	3.0945	64.46	1.39	2.37	87.25	124.09	178.26	True	no
713	Aragonite	1.458	1.3625	5	342.75	73.95	1.5528	1.2989	47.08	0.69	1.60	66.30	43.74	18.24	True	no
714	Aragonite	0.729	0.96343	4	403.70	73.30	1.0857	1.27	135	0.58	1.14	91.64	12.26	100.79	True	no
715	Aragonite	1.2393	1.2562	3	502.94	76.41	2.4097	3.6799	80.575	1.00	2.37	63.82	95.39	118.37	True	no
716	Aragonite	1.7496	1.4925	3	1.67	75.42	1.7432	2.7282	50.416	0.41	1.17	32.99	51.23	7.67	True	edge
717	Aragonite	6.9255	2.9695	6	60.49	81.12	7.0727	5.6729	40.918	1.70	5.04	65.93	47.53	179.22	True	no
718	Aragonite	1.3851	1.328	4	226.37	74.95	1.4429	1.1806	65.971	0.35	0.68	64.33	52.24	145.71	True	no
719	Aragonite	1.2393	1.2562	2	280.24	75.18	1.3754	1.1988	19.7	0.82	1.00	36.45	125.35	175.14	True	no
720	Aragonite	1.1664	1.2186	3	311.94	74.75	1.3965	1.3132	129.92	0.16	0.32	64.37	140.48	175.91	True	no
721	Aragonite	1.0206	1.1399	0	381.93	74.43	1.2794	1.2596	159.28	1.04	2.57	92.03	55.42	19.04	True	no
722	Aragonite	1.3851	1.328	5	405.79	76.42	1.8536	1.9482	76.782	0.49	0.99	44.30	57.39	65.74	True	no
723	Aragonite	4.3011	2.3402	8	468.37	78.12	3.0648	1.7152	138.94	1.00	2.17	122.85	81.19	108.79	True	no
724	Aragonite	4.8843	2.4938	7	479.61	77.66	2.8243	1.2827	167.86	1.08	3.31	124.47	82.47	109.37	True	no
725	Aragonite	4.8843	2.4938	7	499.63	81.42	3.789	2.3086	78.701	1.53	3.86	1.61	118.72	99.08	True	no
726	Aragonite	7.7274	3.1367	6	4.57	78.79	2.6434	1.4204	42.843	0.62	1.57	46.49	60.94	6.82	True	edge
727	Aragonite	0.9477	1.0985	2	32.62	76.69	1.4128	1.6542	88.037	0.44	0.90	55.32	60.64	10.43	True	no
728	Aragonite	2.2599	1.6963	3	97.39	76.61	2.305	1.8464	161.07	0.61	1.42	135.35	146.01	133.92	True	no
729	Aragonite	3.4263	2.0887	6	136.85	77.62	2.1712	1.0806	90.627	1.07	2.76	76.62	120.49	13.93	True	no
730	Aragonite	4.0095	2.2594	3	162.25	79.15	3.7562	2.7638	61.651	0.51	1.17	123.77	168.68	53.94	True	no
731	Aragonite	1.9683	1.5831	3	210.44	78.30	3.0778	3.7798	65.592	0.51	0.84	52.15	46.99	13.96	True	no
732	Aragonite	1.2393	1.2562	5	221.41	76.29	1.5891	1.6003	19.028	0.78	1.34	32.02	108.08	150.62	True	no
733	Aragonite	1.9683	1.5831	4	266.07	76.63	1.8877	1.4218	93.528	0.82	1.41	42.81	158.10	4.78	True	no
734	Aragonite	1.0935	1.18	4	274.33	75.67	1.696	2.0659	165.78	0.56	0.86	136.36	55.16	18.18	True	no
735	Aragonite	0.8748	1.0554	2	320.33	77.17	1.8023	2.9163	98.319	0.61	1.59	67.32	160.67	160.93	True	no
736	Aragonite	1.0935	1.18	4	401.53	75.40	1.5626	1.7537	156.09	0.78	2.13	8.10	119.05	169.52	True	no
737	Aragonite	1.5309	1.3961	4	409.24	76.86	1.7978	1.6581	95.712	0.60	2.06	137.60	162.23	20.33	True	no
738	Aragonite	2.2599	1.6963	7	215.35	78.16	2.2349	1.7358	37.229	0.78	1.95	9.85	36.39	44.08	True	no
739	Aragonite	1.5309	1.3961	5	240.24	76.43	1.7872	1.6386	177.26	0.52	0.82	153.38	46.17	45.18	True	no
740	Aragonite	0.8019	1.0105	1	299.18	77.09	1.1673	1.3345	96.34	0.50	0.55	53.22	163.52	177.64	True	no
741	Aragonite	1.458	1.3625	5	345.80	77.80	1.9369	2.0209	115.1	0.67	1.03	115.82	150.88	38.64	True	no
742	Aragonite	1.0206	1.1399	3	355.71	76.79	1.3509	1.4044	125.6	0.68	1.71	141.72	161.23	55.69	True	no
743	Aragonite	1.8954	1.5535	2	368.08	78.96	2.5034	2.5969	83.726	0.73	1.84	76.46	11.54	21.31	True	no
744	Aragonite	0.8019	1.0105	3	392.00	76.45	1.0639	1.1085	125.01	0.37	0.98	105.28	79.52	13.10	True	no
745	Aragonite	2.6244	1.828	6	395.53	81.25	3.5479	3.7671	104.71	2.18	3.30	112.05	105.74	4.95	True	no
746	Aragonite	1.0206	1.1399	3	413.29	77.50	1.6515	2.099	117.63	0.92	1.12	112.84	136.82	23.43	True	no
747	Aragonite	1.0935	1.18	2	424.60	77.00	1.6705	2.0042	151.51	0.49	0.98	89.46	120.91	123.73	True	no
748	Aragonite	1.9683	1.5831	4	64.04	81.00	2.8505	3.2422	50.529	0.58	1.12	63.73	111.56	0.17	True	no
749	Aragonite	1.6038	1.429	3	170.55	78.86	1.7858	1.5617	42.771	0.98	1.65	12.57	11.14	46.48	True	no
750	Aragonite	0.8019	1.0105	4	232.55	77.45	1.2113	1.437	45	0.29	0.79	117.95	141.20	161.83	True	no
751	Aragonite	1.0935	1.18	3	270.40	77.93	1.3552	1.3191	80.538	0.47	1.20	158.82	82.16	90.36	True	no
752	Aragonite	1.0206	1.1399	1	310.29	78.36	1.4696	1.662	66.932	0.68	0.96	71.92	142.24	4.41	True	no
753	Aragonite	1.0935	1.18	4	349.27	77.67	1.2925	1.1999	84.116	0.87	1.53	106.05	110.57	160.53	True	no
754	Aragonite	3.7908	2.197	4	390.13	81.27	3.1385	2.0409	125.73	0.89	1.94	69.37	19.89	42.05	True	no
755	Aragonite	1.9683	1.5831	6	399.93	78.44	1.9951	1.5883	156.58	0.86	1.55	137.84	147.58	8.69	True	no
756	Aragonite	1.458	1.3625	3	463.35	78.85	1.7378	1.6269	97.102	0.84	1.30	7.61	113.38	92.64	True	no
757	Aragonite	7.1442	3.016	4	565.00	81.53	3.1299	2.1538	87.193	0.86	1.95	50.15	93.67	106.77	True	edge
758	Aragonite	2.2599	1.6963	4	25.55	80.52	2.3998	2.0015	66.905	0.86	1.88	77.38	172.07	25.52	True	no
759	Aragonite	6.6339	2.9063	3	69.87	87.34	7.4983	6.6566	53.387	0.78	2.76	76.29	165.07	18.44	True	no
760	Aragonite	38.929	7.0403	9	94.77	96.59	13.887	3.891	43.27	2.40	6.71	28.29	55.09	25.84	True	no
761	Aragonite	2.1141	1.6407	8	231.31	81.00	2.5591	2.4329	121.49	0.61	1.04	151.55	28.29	158.00	True	no
762	Aragonite	2.1141	1.6407	7	237.86	79.21	2.5702	2.4542	161.7	0.57	0.87	52.62	40.09	127.48	True	no
763	Aragonite	0.729	0.96343	5	244.00	78.50	1.2312	1.633	63.435	0.52	1.05	47.73	38.83	132.69	True	no
