"","Nr.","Phase","Area","d","l","Xcg","Ycg","Major","Aspect_ratio","Slope","GOS","MOS","Mean_E1","Mean_E2","Mean_E3","In_current_dataset","Border_grain","Log_Area","Log_Major","Minor","Log_Minor"
"850",850,"Aragonite",13.372,4.1262,5,44.67,148.03,6.3963,2.403,36.416,0.86,2.38,52.67,154.31,132.7,"True","no",2.59316296855785,1.85571969818693,2.09058361865453,0.73744327037092
"851",851,"Aragonite",2.3548,1.7315,4,111,142.11,2.2651,1.7112,101.8,0.62,1.12,107.31,109.49,7.31,"True","no",0.856455798171969,0.817618908070785,1.03960090062249,0.0388368901011841
"852",852,"Aragonite",1.682,1.4634,4,120.55,142.85,2.8904,3.901,107.86,0.45,1.18,99.39,46.71,16.76,"True","no",0.519983561550756,1.06139490085129,0.581926376972045,-0.541411339300537
"853",853,"Aragonite",2.7753,1.8798,5,134.52,142.61,2.5966,1.908,106.65,0.66,1.41,165.07,146.42,41.23,"True","no",1.02075884946325,0.954202896944016,1.06882076561658,0.0665559525192296
"854",854,"Aragonite",1.4297,1.3492,5,142.65,141.59,2.0564,2.3231,121.31,0.68,1.14,176.35,28.84,96.85,"True","no",0.357464632052981,0.720956881199213,0.695244115930753,-0.363492249146231
"855",855,"Aragonite",0.841,1.0348,3,145.8,141,1.2074,1.3615,55.901,0.69,1.17,167.69,103.93,156.54,"True","no",-0.173163619009189,0.188469287380189,0.696538015570648,-0.361632906389378
"856",856,"Aragonite",0.9251,1.0853,3,155.45,140.36,1.1654,1.1531,18.435,0.2,0.22,77.48,120.79,33.71,"True","no",-0.0778534392048641,0.153064375726837,0.793804702248155,-0.230917814931701
"857",857,"Aragonite",1.5979,1.4264,3,207.16,141.74,1.8249,1.6369,52.068,0.68,1.06,56.38,95.77,58.31,"True","no",0.468690267163206,0.601525191012632,0.875609622445066,-0.132834923849426
"858",858,"Aragonite",2.2707,1.7003,4,240.48,143.33,2.3968,1.987,110.59,0.76,1.44,172.94,32.54,119.95,"True","no",0.820088154001094,0.874134514340763,0.947388184245661,-0.0540463603396687
"859",859,"Aragonite",5.5506,2.6584,7,330.79,143.91,3.4133,1.6485,136.49,0.93,2.19,131.35,84.68,37.37,"True","no",1.71390603002319,1.22767956527057,1.62616822429907,0.486226464752623
"860",860,"Aragonite",0.841,1.0348,3,331.2,140.3,1.2909,1.5562,39.116,0.54,1.31,179.45,130.82,54.6,"True","no",-0.173163619009189,0.255339649530527,0.651483461151135,-0.428503268539716
"861",861,"Aragonite",3.7004,2.1706,5,354.41,142.95,2.6016,1.4365,56.784,0.72,2.17,58.94,81.99,146.92,"True","no",1.30844092191503,0.956126640371354,1.42235547355474,0.352314281543672
"862",862,"Aragonite",2.523,1.7923,4,368.93,142.9,2.5331,1.9975,106.92,1.12,1.93,121.63,155.14,55.77,"True","no",0.925448669658921,0.929443849119068,0.996012790651771,-0.00399517946014694
"863",863,"Aragonite",7.6531,3.1216,7,397.3,147.82,5.5052,3.1102,62.694,1.7,3.25,132.5,138.54,92.8,"True","no",2.03511079451362,1.70569310012324,1.39015839569861,0.329417694390375
"864",864,"Aragonite",0.9251,1.0853,3,518.82,140.82,1.106,1.0385,45,0.72,1.46,83.9,82.29,179.07,"True","no",-0.0778534392048641,0.100749903100143,0.836437613019892,-0.178603342305007
"865",865,"Aragonite",2.4389,1.7622,3,547.34,141.66,2.3896,1.8388,149.76,0.69,1.6,8.51,46.61,119.67,"True","no",0.891547117983239,0.871125987919763,1.02063106796116,0.0204211300634763
"866",866,"Aragonite",1.5979,1.4264,3,73.95,142.26,1.5345,1.1574,4.5197,0.54,0.83,22.74,96.46,64.74,"True","no",0.468690267163206,0.428204595077654,1.04131638970349,0.040485672085552
"867",867,"Aragonite",2.1025,1.6361,3,99.88,142.16,1.7091,1.0911,171.15,0.73,1.66,105.29,56.08,8.28,"True","no",0.743127112864966,0.535966916172323,1.23017962670411,0.207160196692643
"868",868,"Aragonite",2.2707,1.7003,5,139.19,142.56,2.0912,1.5125,127.99,0.59,1.5,26.32,15.15,99.3,"True","no",0.820088154001094,0.73773806388782,1.08583588370314,0.082350090113274
"869",869,"Aragonite",1.682,1.4634,5,148.5,142.7,1.8413,1.5832,78.097,0.39,1.41,16.97,133.77,32.22,"True","no",0.519983561550756,0.610471843891037,0.913485037745071,-0.0904882823402811
"870",870,"Aragonite",2.0184,1.6031,4,255.83,142.67,1.7597,1.205,66.726,0.5,0.81,4.59,55.91,131.6,"True","no",0.702305118344711,0.565143339975579,1.14701369551628,0.137161778369132
"871",871,"Aragonite",1.9343,1.5693,3,261.43,142.74,2.0147,1.6482,133.24,0.97,2.53,132.74,119.16,7.3,"True","no",0.659745503925915,0.700470300939727,0.960093314141063,-0.0407247970138117
"872",872,"Aragonite",2.4389,1.7622,4,269.28,142.9,2.1742,1.5223,136.4,0.76,2.5,111.88,106.03,2.52,"True","no",0.891547117983239,0.776660780787763,1.1217459295373,0.114886337195476
"873",873,"Aragonite",1.0933,1.1798,4,279.15,141.46,1.2713,1.1611,76.224,0.71,0.92,105.45,23.51,2.2,"True","no",0.089200645458302,0.24003999897394,0.859985841264847,-0.150839353515638
"874",874,"Aragonite",1.5138,1.3883,5,293.39,142.67,1.8509,1.7774,74.875,0.8,1.13,33.98,115.89,108.24,"True","no",0.41462304589293,0.615672007280534,0.817872386406613,-0.201048961387604
"875",875,"Aragonite",1.7661,1.4996,4,301.1,142.62,1.6471,1.2064,56.201,0.48,2.12,6.64,144.3,32.1,"True","no",0.568773725720188,0.499016165806493,1.07224819379516,0.0697575599136953
"876",876,"Aragonite",1.5138,1.3883,2,341.61,142.5,1.9976,2.0703,124.98,0.56,0.86,119.72,132.1,165.04,"True","no",0.41462304589293,0.691946459983426,0.757809371245495,-0.277323414090496
"877",877,"Aragonite",1.3456,1.3089,4,349,142.25,1.6218,1.5352,78.583,0.61,1.71,105.93,156.56,175.32,"True","no",0.296840010236546,0.48353664352832,0.829695400172648,-0.186696633291773
"878",878,"Aragonite",1.5979,1.4264,3,453.84,142.11,2.2297,2.4436,143.86,0.92,1.48,103.91,149.47,9.18,"True","no",0.468690267163206,0.801867047274188,0.716643494640535,-0.333176780110982
"879",879,"Aragonite",1.8502,1.5348,6,582.27,142.23,1.6666,1.1791,162.65,0.6,0.9,170.33,38.22,18.41,"True","no",0.615293741355081,0.510785622965969,1.11016440657626,0.104508118389112
"880",880,"Aragonite",4.0368,2.2671,5,588.73,143.77,2.6949,1.413,65.805,1.11,2.38,16.5,106.1,28.88,"True","no",1.39545229890466,0.991361097921134,1.4979405543805,0.404091200983523
"881",881,"Aragonite",0.841,1.0348,3,702.1,142,1.7334,2.8059,70.763,0.82,0.99,141.24,79.3,122.05,"True","no",-0.173163619009189,0.550084797718108,0.485173647167417,-0.723248416727297
"882",882,"Aragonite",3.364,2.0696,1,39.33,145.48,3.1311,2.2889,50.256,0.6,1.66,114.11,47.24,154.89,"True","no",1.2131307421107,1.14138438051198,1.0743828047651,0.0717463615987229
"883",883,"Aragonite",1.0092,1.1336,3,62.33,142.5,1.297,1.3093,37.238,0.52,0.77,136.59,97.79,78.94,"True","no",0.00915793778476572,0.260053905334307,0.7781033153431,-0.250895967549541
"884",884,"Aragonite",2.8594,1.9081,5,68.53,145.32,2.3655,1.537,114.73,1.06,2.24,78,109.7,93.72,"True","no",1.05061181261293,0.860989416089066,1.20879306700486,0.189622396523861
"885",885,"Aragonite",1.5138,1.3883,4,79.72,142.56,1.4976,1.1637,15.903,0.74,0.97,78.86,112.17,92.82,"True","no",0.41462304589293,0.403863826741191,1.01081730769231,0.0107592191517395
"886",886,"Aragonite",3.5322,2.1207,5,94.5,145.62,2.8213,1.7698,82.375,0.64,1.75,151.42,38.98,152.18,"True","no",1.26192090628013,1.03719777163324,1.25197603941445,0.224723134646896
"887",887,"Aragonite",0.9251,1.0853,4,152.36,142.36,1.3303,1.5025,149.71,0.56,0.95,15.16,136.01,31.47,"True","no",-0.0778534392048641,0.285404480707723,0.695407051041119,-0.363257919912587
"888",888,"Aragonite",3.1117,1.9905,7,212.59,144.19,2.2034,1.2254,112.84,0.73,1.07,73.1,169.52,84.7,"True","no",1.13516920064099,0.790001621923827,1.41222655895434,0.345167578717162
"889",889,"Aragonite",1.5979,1.4264,5,216.95,144.58,2.1012,2.1701,93.31,0.65,1.08,162.54,116.85,167.94,"True","no",0.468690267163206,0.742508610097669,0.760470207500476,-0.273818342934464
"890",890,"Aragonite",3.1958,2.0172,4,234.29,144.55,2.4151,1.4334,44.231,1.33,2.02,111.97,8.76,109.74,"True","no",1.16183744772315,0.881740694114749,1.32325783611445,0.280096753608402
"891",891,"Aragonite",1.8502,1.5348,3,324.09,143.36,1.6494,1.1549,91.385,0.76,1.62,74.3,43.6,66.67,"True","no",0.615293741355081,0.500411585417118,1.12174123923851,0.114882155937963
"892",892,"Aragonite",6.0552,2.7766,5,363.46,145.69,3.042,1.2003,120.37,0.73,1.95,17.15,133.66,131.99,"True","no",1.80091740701282,1.1125151938371,1.9905325443787,0.68840221317572
"893",893,"Aragonite",10.008,3.5697,6,384.87,148.51,5.3541,2.2496,33.562,2.09,5.52,66.58,118.79,46.92,"True","no",2.30338477316461,1.67786262254794,1.86922171793579,0.625522150616668
"894",894,"Aragonite",0.841,1.0348,4,460,142.8,1.1638,1.2649,90,0.32,0.46,161.27,108.65,103.73,"True","no",-0.173163619009189,0.151690513240432,0.722632754768861,-0.324854132249621
"895",895,"Aragonite",1.9343,1.5693,2,472.09,143.7,2.2374,2.0326,39.666,1.09,1.9,93.68,107.67,83.14,"True","no",0.659745503925915,0.805314477430693,0.864530258335568,-0.145568973504778
"896",896,"Aragonite",3.9527,2.2434,5,523.26,144.36,2.7662,1.5204,174.6,1.24,2.59,3.27,31.91,154.67,"True","no",1.37439888970682,1.01747453720847,1.42892777094932,0.356924352498354
"897",897,"Aragonite",2.3548,1.7315,4,654.68,143.29,2.2128,1.6332,10.554,1.19,2.27,5.47,33.53,148.64,"True","no",0.856455798171969,0.794258681928357,1.06417208966016,0.0621971162436124
"898",898,"Aragonite",1.1774,1.2244,4,108,144,1.4247,1.354,90,0.52,1.23,149.58,24.26,112.19,"True","no",0.163308617612024,0.353961265241049,0.826419597108163,-0.190652647629025
"899",899,"Aragonite",3.1958,2.0172,4,157.53,144.84,2.061,1.0439,173.74,0.62,1.66,140.14,56.22,128.82,"True","no",1.16183744772315,0.723191301908322,1.5506065016982,0.438646145814829
"900",900,"Aragonite",2.8594,1.9081,4,162.03,146.85,2.8454,2.2239,83.167,0.68,1.54,45.46,134.93,112.17,"True","no",1.05061181261293,1.04570365523493,1.00492022211288,0.00490815737799708
"901",901,"Aragonite",1.0092,1.1336,3,244.5,143.83,1.5035,1.7593,90,0.53,0.64,81.2,137.24,138.07,"True","no",0.00915793778476572,0.407795723446447,0.6712337878284,-0.398637785661681
"902",902,"Aragonite",2.0184,1.6031,4,252.29,145.67,2.4281,2.2941,103.69,0.72,1.81,140.47,76.03,40.94,"True","no",0.702305118344711,0.887109058510575,0.831267245994811,-0.184803940165864
"903",903,"Aragonite",1.2615,1.2674,3,304.4,144.2,1.5505,1.4967,73.363,0.6,1.2,78.98,74.97,90.17,"True","no",0.232301489098975,0.438577459558367,0.81360851338278,-0.206275970459391
"904",904,"Aragonite",2.6912,1.8511,5,513,146.03,2.3194,1.57,93.52,0.8,1.72,83.3,82.4,179.01,"True","no",0.989987190796492,0.841308531540466,1.16030007760628,0.148678659256026
"905",905,"Aragonite",1.8502,1.5348,5,543.77,145.05,2.3534,2.351,127.81,1.56,2.36,79.6,136.16,70.69,"True","no",0.615293741355081,0.855861091047692,0.786181694569559,-0.24056734969261
"906",906,"Aragonite",6.9803,2.9812,4,562.39,149.45,3.4567,1.3444,50.259,1.43,2.58,61.53,146.75,81.4,"True","no",1.94309189579336,1.24031437672837,2.01935371886481,0.702777519064989
"907",907,"Aragonite",8.7464,3.3371,7,592.23,149.17,5.3002,2.5226,53.208,1.22,2.84,23.14,148.03,178.96,"True","no",2.16864218713814,1.66774455569515,1.65020187917437,0.500897631442984
"908",908,"Aragonite",17.745,4.7533,8,688.81,150.1,5.76,1.4685,134.1,1.33,3.08,135.22,139.93,35.32,"True","no",2.87610378609846,1.7509374747078,3.08072916666667,1.12516631139066
"909",909,"Aragonite",2.2707,1.7003,4,113.33,146.22,2.3074,1.8415,45.931,0.92,1.71,75.72,165.73,48.37,"True","no",0.820088154001094,0.836121349511052,0.984094651989252,-0.0160331955099578
"910",910,"Aragonite",0.841,1.0348,4,127,144.5,1.3223,1.633,116.57,0.34,1.01,128.2,59.9,174.3,"True","no",-0.173163619009189,0.27937264458064,0.636013007638206,-0.452536263589829
"911",911,"Aragonite",0.9251,1.0853,3,165.55,144.55,1.6984,2.4489,123.82,0.27,0.48,98.32,120.6,174.09,"True","no",-0.0778534392048641,0.529686631406909,0.544689119170985,-0.607540070611773
"912",912,"Aragonite",2.2707,1.7003,4,169.52,147.22,2.5522,2.253,76.183,0.98,2.21,88.02,11.11,160.77,"True","no",0.820088154001094,0.936955732317739,0.889703001332184,-0.116867578316644
"913",913,"Aragonite",1.3456,1.3089,5,177.38,144.56,1.4635,1.2502,66.255,0.6,1.14,3.76,106.67,142.08,"True","no",0.296840010236546,0.380830827149803,0.919439699350871,-0.083990816913257
"914",914,"Aragonite",1.3456,1.3089,3,187.94,145.06,1.691,1.6691,144.94,0.71,1.36,32.54,62.34,143.07,"True","no",0.296840010236546,0.525320069916443,0.795742164399763,-0.228480059679897
"915",915,"Aragonite",4.1209,2.2906,7,195.65,146.33,2.4854,1.1774,147.89,0.68,1.68,40.69,55.38,133.89,"True","no",1.41607158610739,0.910433612389757,1.65804297095035,0.505637973717635
"916",916,"Aragonite",2.1866,1.6686,5,298.08,145.58,2.2194,1.7693,138.26,0.5,0.94,138.13,82.23,84.66,"True","no",0.782347826018247,0.797236889084326,0.985221230963323,-0.0148890630660788
"917",917,"Aragonite",1.0092,1.1336,3,450.42,145.33,1.7619,2.416,90.804,0.39,0.44,158.89,49.84,96.47,"True","no",0.00915793778476572,0.566392772214447,0.572790737272263,-0.557234834429681
"918",918,"Aragonite",22.118,5.3068,14,464.4,150.43,7.2889,1.8865,175.44,1.72,4.73,160.03,105.99,102.84,"True","no",3.09639175665317,1.98635264300291,3.03447708158981,1.11003911365026
"919",919,"Aragonite",2.7753,1.8798,2,571.67,145.48,3.0175,2.5768,24.609,0.89,2.1,171.7,120.52,149.21,"True","no",1.02075884946325,1.10442867398955,0.91973487986744,-0.0836698245263039
"920",920,"Aragonite",14.297,4.2666,11,662.24,151.37,4.9852,1.3653,174.86,1.86,3.55,123.93,29.58,38.37,"True","no",2.66004972504703,1.60647352297008,2.86788895129584,1.05357620207694
"921",921,"Aragonite",25.735,5.7242,6,716.7,150.14,4.3627,1.1618,123.02,0.94,2.52,152.49,42.14,8.08,"True","edge",3.24785193310472,1.47309113174989,5.89886996584684,1.77476080135483
"922",922,"Aragonite",1.682,1.4634,4,59.95,147.05,1.9509,1.7772,85.805,0.55,0.8,31.84,131.51,38.92,"True","no",0.519983561550756,0.668290804561079,0.862166179711928,-0.148307243010323
"923",923,"Aragonite",2.2707,1.7003,5,65.22,147.52,2.5019,2.1651,85.485,0.98,1.92,142.37,95.03,108.69,"True","no",0.820088154001094,0.917050443220397,0.907590231424118,-0.0969622892193025
"924",924,"Aragonite",16.988,4.6508,11,73.65,153.88,5.6852,1.4943,70.296,2.53,5.49,12.33,99.81,69.92,"True","no",2.83250721245102,1.73786630688272,2.98810947723915,1.0946409055683
"925",925,"Aragonite",2.6912,1.8511,5,100.22,147.31,1.9267,1.0833,152.07,0.79,2.11,137.29,108.99,143.28,"True","no",0.989987190796492,0.655808694904577,1.39679244303732,0.334178495891914
"926",926,"Aragonite",0.9251,1.0853,4,105.73,145.64,1.8076,2.7739,139.73,0.33,0.5,174.97,150.79,48.14,"True","no",-0.0778534392048641,0.591999998554988,0.51178358043815,-0.669853437759852
"927",927,"Aragonite",0.9251,1.0853,5,124.27,146.27,1.4058,1.6779,80.008,0.41,0.71,18.4,146.03,34.53,"True","no",-0.0778534392048641,0.340606535759668,0.658059467918623,-0.418459974964532
"928",928,"Aragonite",3.1117,1.9905,5,153.16,148.19,2.6792,1.8118,118.13,0.85,1.41,23.08,136.47,70.61,"True","no",1.13516920064099,0.985518242497858,1.16142878471185,0.149650958143132
"929",929,"Aragonite",3.0276,1.9634,6,172.36,148.69,3.5136,3.2026,71.054,1.17,1.71,69.08,74.03,175.9,"True","no",1.10777022645288,1.25664115289302,0.861680327868853,-0.148870926440144
"930",930,"Aragonite",2.1866,1.6686,4,202.92,146.38,1.8845,1.2756,140.45,0.58,1.43,170.48,16.53,9.99,"True","no",0.782347826018247,0.633662533725053,1.16030777394534,0.148685292293194
"931",931,"Aragonite",4.9619,2.5135,5,249.22,149.2,3.4618,1.8969,113.71,0.87,1.81,74.99,39.7,79.62,"True","no",1.60178873190248,1.24178868501016,1.43332948177249,0.360000046892323
"932",932,"Aragonite",1.5138,1.3883,4,280.44,146.83,2.402,2.9934,94.609,0.58,1.83,106.13,151.46,0.21,"True","no",0.41462304589293,0.876301723657792,0.63022481265612,-0.461678677764862
"933",933,"Aragonite",1.1774,1.2244,3,287.5,146,1.4791,1.4594,75.128,0.54,1.15,6.41,166.91,147.79,"True","no",0.163308617612024,0.391433794695187,0.796024609559867,-0.228125177083163
"934",934,"Aragonite",1.9343,1.5693,4,310.09,147.39,2.0066,1.6349,68.416,0.87,1.88,31.12,143.76,175.81,"True","no",0.659745503925915,0.696441747509375,0.963968902621349,-0.0366962435834605
"935",935,"Aragonite",1.0092,1.1336,2,319.5,146,1.4187,1.5664,117.5,0.3,0.88,31.39,107.22,164.53,"True","no",0.00915793778476572,0.349740959335803,0.711355466271939,-0.340583021551037
"936",936,"Aragonite",2.6071,1.8219,5,374.19,146.52,2.2459,1.5195,178,1.07,2.77,145.39,140.64,103.39,"True","no",0.958238492481912,0.80910633172754,1.16082639476379,0.149132160754372
"937",937,"Aragonite",4.4573,2.3823,4,389.72,151.28,4.6265,3.7715,45.157,1.41,3.66,21.53,72.53,41.69,"True","no",1.49454320154889,1.53180064270695,0.963428077380309,-0.0372574411580607
"938",938,"Aragonite",1.1774,1.2244,3,538,145.14,1.5012,1.5033,18.937,0.2,0.71,164.57,121.88,130.31,"True","no",0.163308617612024,0.406264788278729,0.784305888622435,-0.242956170666705
"939",939,"Aragonite",4.5414,2.4046,5,576.13,148.65,3.918,2.6548,26.768,1.11,2.8,17.48,105.62,27.56,"True","no",1.51323533456104,1.36558131952235,1.15911179173047,0.147654015038691
"940",940,"Aragonite",3.1117,1.9905,3,626.16,147.92,2.4324,1.4934,110.11,1.13,2.25,125.2,28.84,36.02,"True","no",1.13516920064099,0.888878424263818,1.2792715013978,0.246290776377172
"941",941,"Aragonite",3.8686,2.2194,4,645.67,148.22,2.365,1.1355,2.9909,1.07,2.65,5.7,32.88,147.96,"True","no",1.35289268448586,0.860778021943896,1.63577167019027,0.492114662541964
"942",942,"Aragonite",2.1025,1.6361,3,651.36,146.6,1.9706,1.4506,3.1299,0.64,1.22,158.37,88,16.68,"True","no",0.743127112864966,0.678338064906237,1.06693392875266,0.064789047958729
"943",943,"Aragonite",6.2234,2.8149,7,700.58,149.23,3.2929,1.3684,111.88,1.07,2.6,133.02,86.15,118.79,"True","no",1.82831638120094,1.19176863548703,1.88994503325336,0.636547745713906
"944",944,"Aragonite",1.8502,1.5348,5,139.36,148.05,2.1333,1.9318,120.26,0.92,1.43,39.7,53.26,128.16,"True","no",0.615293741355081,0.757670076575445,0.867294801481273,-0.142376335220364
"945",945,"Aragonite",0.841,1.0348,4,143.5,146,1.3223,1.633,26.565,0.77,1.85,178.14,111.69,147.77,"True","no",-0.173163619009189,0.27937264458064,0.636013007638206,-0.452536263589829
"946",946,"Aragonite",1.0092,1.1336,3,145.42,148.17,1.8908,2.7822,82.534,0.38,1.38,22.93,135.1,70.9,"True","no",0.00915793778476572,0.637000019936944,0.533742331288344,-0.627842082152179
"947",947,"Aragonite",5.3824,2.6178,6,187.59,149.53,2.8673,1.1996,118.46,1.18,2.04,0.15,104.92,146.06,"True","no",1.68313437135644,1.05337082042242,1.87716667247934,0.629763550934016
"948",948,"Aragonite",1.1774,1.2244,5,290.14,147.29,1.6145,1.7389,49.662,0.38,0.98,43.02,109.86,64.1,"True","no",0.163308617612024,0.479025311216193,0.729266026633633,-0.315716693604169
"949",949,"Aragonite",0.841,1.0348,5,294.4,146.7,1.0506,1.0308,153.43,0.4,0.74,19.84,88.51,94.38,"True","no",-0.173163619009189,0.0493614295377241,0.800494955263659,-0.222525048546913
"950",950,"Aragonite",0.9251,1.0853,4,313.55,147.09,1.4712,1.8376,99.547,0.35,0.69,164.43,112.03,111.87,"True","no",-0.0778534392048641,0.386078394307974,0.628806416530723,-0.463931833512838
"951",951,"Aragonite",3.2799,2.0436,6,317.9,149.82,3.089,2.2849,120.06,1.3,2.36,44.65,127.33,126.18,"True","no",1.18781293412641,1.12784741393644,1.06179993525413,0.0599655201899672
"952",952,"Aragonite",1.0092,1.1336,2,327,147.17,1.4809,1.7067,109.81,0.39,1.29,152.55,42.4,112.49,"True","no",0.00915793778476572,0.392650011061321,0.681477479910865,-0.383492073276555
"953",953,"Aragonite",11.606,3.8441,10,356.69,152.17,6.0374,2.4667,150.17,1.38,2.64,119.87,132.28,167.07,"True","no",2.45152220576842,1.79797345569452,1.92235068075662,0.653548750073894
"954",954,"Aragonite",1.4297,1.3492,4,445.76,146.71,1.5058,1.2457,35.588,0.61,1.49,54.23,111.1,130.17,"True","no",0.357464632052981,0.409324318433885,0.949462079957498,-0.0518596863809035
"955",955,"Aragonite",7.4008,3.0697,10,519.23,153.53,4.4228,2.0759,105.62,1.12,2.27,80.56,18.62,3.66,"True","no",2.00158810247497,1.48677297968611,1.67332911277924,0.514815122788862
"956",956,"Aragonite",3.7004,2.1706,7,583.45,148.8,2.4528,1.2769,24.947,0.9,2.1,163.9,130.12,142.95,"True","no",1.30844092191503,0.897230229135413,1.50864318330072,0.411210692779614
"957",957,"Aragonite",1.4297,1.3492,4,62.41,149.76,2.1708,2.5888,87.638,0.44,0.8,79.68,108.86,93.83,"True","no",0.357464632052981,0.775095763207113,0.658605122535471,-0.417631131154131
"958",958,"Aragonite",7.6531,3.1216,6,85.54,153.33,5.0374,2.6042,143.57,1.35,3.05,132.13,102.22,105.37,"True","no",2.03511079451362,1.61689007595914,1.51925596537897,0.418220718554475
"959",959,"Aragonite",1.5138,1.3883,3,104.67,148.39,1.8093,1.6985,123.41,0.79,1.55,65.95,145.38,94.82,"True","no",0.41462304589293,0.592940030142914,0.836677167965512,-0.178316984249984
"960",960,"Aragonite",3.4481,2.0953,6,119.95,149.49,2.2251,1.1278,172,0.66,1.18,168.25,92.22,160.64,"True","no",1.23782335470107,0.799801858428485,1.54963821850703,0.438021496272588
