"","Nr.","Phase","Area","d","l","Xcg","Ycg","Major","Aspect_ratio","Slope","GOS","MOS","Mean_E1","Mean_E2","Mean_E3","In_current_dataset","Border_grain","Log_Area","Log_Major","Minor","Log_Minor"
"1503",1503,"Aragonite",1.1774,1.2244,4,132.14,182.07,1.93,2.4846,125.26,0.45,0.68,9.09,64.35,146.08,"True","no",0.163308617612024,0.657520002916794,0.610051813471503,-0.49421138530477
"1504",1504,"Aragonite",1.7661,1.4996,5,240.62,181.57,1.8397,1.5051,172.8,0.64,1.08,153.57,40.53,25.39,"True","no",0.568773725720188,0.6096025148496,0.959993477197369,-0.0408287891294122
"1505",1505,"Aragonite",1.5138,1.3883,2,250.44,181.78,1.8887,1.8507,142.77,0.38,0.44,66.41,63.79,155.39,"True","no",0.41462304589293,0.635888761719663,0.801503679779743,-0.221265715826733
"1506",1506,"Aragonite",2.6071,1.8219,4,313,183.74,2.428,1.7759,67.86,0.87,1.79,25.62,151.44,117.85,"True","no",0.958238492481912,0.887067873197252,1.07376441515651,0.0711706192846597
"1507",1507,"Aragonite",0.841,1.0348,3,323.1,182.1,1.4608,1.9927,60.233,0.88,1.73,104.79,39.66,26.56,"True","no",-0.173163619009189,0.378984230858567,0.575711938663746,-0.552147849867756
"1508",1508,"Aragonite",0.9251,1.0853,4,326,182.18,1.4483,1.7809,99.485,0.72,2.12,48.22,112.21,59.37,"True","no",-0.0778534392048641,0.370390454824674,0.638748877994891,-0.448243894029538
"1509",1509,"Aragonite",0.9251,1.0853,3,331.64,182.18,1.682,2.4018,97.973,0.64,1.36,148.74,96.99,101.41,"True","no",-0.0778534392048641,0.519983561550756,0.55,-0.59783700075562
"1510",1510,"Aragonite",9.7556,3.5244,4,376.18,184.59,3.7982,1.1614,12.8,1.61,4.62,131.29,103.21,16.83,"True","no",2.27784147910313,1.33452727029801,2.568479806224,0.943314208805122
"1511",1511,"Aragonite",2.9435,1.9359,6,393.6,182.83,2.5384,1.7192,150.21,1.13,1.75,23,146.61,35.61,"True","no",1.07959934948618,0.931533961286849,1.15958871730224,0.14806538819933
"1512",1512,"Aragonite",1.8502,1.5348,3,425,183.73,2.1768,2.0114,111.3,0.87,1.53,100.91,68.85,4.8,"True","no",0.615293741355081,0.7778559084869,0.849963248805586,-0.162562167131818
"1513",1513,"Aragonite",9.5874,3.4939,8,450.7,186.96,4.4012,1.5869,105.04,1.16,2.79,2.76,120.75,173.6,"True","no",2.26044973639126,1.48187723101362,2.17836044715078,0.77857250537764
"1514",1514,"Aragonite",4.0368,2.2671,4,476.04,183.44,2.5426,1.2578,26.868,1.15,2.89,106.1,47.38,158.45,"True","no",1.39545229890466,0.933187179533885,1.58766616848895,0.462265119370771
"1515",1515,"Aragonite",0.841,1.0348,3,511,181.5,1.3223,1.633,63.435,0.41,1.01,88.3,40.93,130.88,"True","no",-0.173163619009189,0.27937264458064,0.636013007638206,-0.452536263589829
"1516",1516,"Aragonite",1.0092,1.1336,2,513,182.75,1.8194,2.5761,75.83,0.28,0.64,10.58,135.7,134.17,"True","no",0.00915793778476572,0.598506776405824,0.554688358799604,-0.589348838621059
"1517",1517,"Aragonite",1.5138,1.3883,4,518.44,182.22,1.845,1.766,92.017,0.61,1.08,80.91,27.48,48.94,"True","no",0.41462304589293,0.612479277492491,0.820487804878049,-0.19785623159956
"1518",1518,"Aragonite",4.0368,2.2671,3,620.81,184.75,3.2222,2.0201,125.74,2.29,4.67,28.68,50.01,116.74,"True","no",1.39545229890466,1.17006435607475,1.25280864005959,0.225387942829907
"1519",1519,"Aragonite",5.2142,2.5766,7,668.81,184.63,2.951,1.3117,24.921,1.26,2.3,75.6,139.67,84.98,"True","no",1.65138567304186,1.0821440959608,1.76692646560488,0.569241577081054
"1520",1520,"Aragonite",1.5138,1.3883,4,700.28,182.67,1.8254,1.7288,108.11,0.43,1.3,38.59,154.01,68.88,"True","no",0.41462304589293,0.60179914110064,0.829297688177934,-0.18717609520771
"1521",1521,"Aragonite",1.0933,1.1798,3,44,182.69,1.4976,1.6113,90,0.81,1.52,90.93,59.02,179.22,"True","no",0.089200645458302,0.403863826741191,0.730034722222222,-0.314663181282889
"1522",1522,"Aragonite",7.6531,3.1216,5,87.55,188.86,4.7217,2.288,95.19,1.6,4.1,134.64,38.82,149.39,"True","no",2.03511079451362,1.55216890424353,1.62083571594976,0.482941890270087
"1523",1523,"Aragonite",2.7753,1.8798,3,92.12,186.45,2.7409,2.126,98.426,1.16,1.9,76.3,144.92,142.65,"True","no",1.02075884946325,1.00828633361974,1.01255062205845,0.0124725158435075
"1524",1524,"Aragonite",0.841,1.0348,5,221,183.2,1.6149,2.4354,64.33,0.41,0.74,42.04,108.08,117.08,"True","no",-0.173163619009189,0.479273035252884,0.520775280203108,-0.652436654262073
"1525",1525,"Aragonite",2.0184,1.6031,3,244.79,183.92,2.191,1.8679,77.174,0.68,1.3,149.25,35.47,76.63,"True","no",0.702305118344711,0.784358060613329,0.921223185759927,-0.0820529422686184
"1526",1526,"Aragonite",1.4297,1.3492,3,257,183,1.6045,1.4142,45,0.69,1.36,149.06,96.9,105.67,"True","no",0.357464632052981,0.472812181567775,0.891056403864132,-0.115347549514793
"1527",1527,"Aragonite",1.3456,1.3089,3,303,182.75,1.4633,1.2498,28.997,0.69,1.01,84.6,105.61,64.94,"True","no",0.296840010236546,0.380694159116244,0.919565365953666,-0.0838541488796974
"1528",1528,"Aragonite",2.1025,1.6361,6,306.68,183.84,2.6092,2.5432,36.132,0.58,0.92,28.15,61.37,33.88,"True","no",0.743127112864966,0.959043660939804,0.805802544841331,-0.215916548074838
"1529",1529,"Aragonite",12.783,4.0344,7,388.95,188,5.4212,1.8057,162.5,1.18,2.57,176.23,92.66,161.83,"True","no",2.54811616318588,1.69031719315972,2.35796502619346,0.857798970026161
"1530",1530,"Aragonite",1.5138,1.3883,4,469.67,182.83,1.8225,1.7233,30.516,0.51,1.12,50.65,130.41,114.98,"True","no",0.41462304589293,0.600209184900676,0.830617283950617,-0.185586139007746
"1531",1531,"Aragonite",1.0092,1.1336,3,491.42,183.67,1.7619,2.416,89.196,0.59,0.76,42.72,109.94,91.24,"True","no",0.00915793778476572,0.566392772214447,0.572790737272263,-0.557234834429681
"1532",1532,"Aragonite",1.2615,1.2674,3,502.73,183.33,1.3883,1.1999,84.116,0.44,1.48,28.49,36.66,74.48,"True","no",0.232301489098975,0.32807997705862,0.908665274076208,-0.0957784879596442
"1533",1533,"Aragonite",2.2707,1.7003,5,506.78,183.89,2.0143,1.4034,80.333,1.19,1.61,134.35,122.32,66.54,"True","no",0.820088154001094,0.700271740502241,1.12728987737676,0.119816413498853
"1534",1534,"Aragonite",2.6912,1.8511,5,553.66,185.16,2.6805,2.0969,78.597,0.62,2.38,31.49,47.45,50.05,"True","no",0.989987190796492,0.986003344285455,1.00399179257601,0.00398384651103657
"1535",1535,"Aragonite",23.464,5.4658,10,580.43,193.59,5.8959,1.1636,54.028,1.8,3.61,101.36,52.27,41.89,"True","no",3.15546733167515,1.77425719409191,3.97971471700673,1.38121013758324
"1536",1536,"Aragonite",1.2615,1.2674,3,588,183,1.6679,1.7321,90,0.46,0.73,24.04,42.19,35.03,"True","no",0.232301489098975,0.51156535010099,0.756340308171953,-0.279263861002015
"1537",1537,"Aragonite",20.1,5.0589,12,654.37,191.26,6.7976,1.8055,51.35,1.19,2.79,124.61,39.2,77.89,"True","no",3.00071981506503,1.91656960870719,2.95692597387313,1.08415020635784
"1538",1538,"Aragonite",3.1117,1.9905,4,693.84,184.73,2.6959,1.8344,101.28,0.56,1.62,131.22,141.2,94.64,"True","no",1.13516920064099,0.991732100374005,1.15423420750028,0.143437100266985
"1539",1539,"Aragonite",2.6071,1.8219,3,57.94,185.97,2.6333,2.089,116.97,0.61,1.45,125.49,10.68,6.42,"True","no",0.958238492481912,0.968237812496902,0.990050506968443,-0.00999932001499051
"1540",1540,"Aragonite",1.5979,1.4264,3,64.84,185.21,2.0284,2.0224,84.209,0.6,0.85,39.61,99.02,47.12,"True","no",0.468690267163206,0.707247304938727,0.787763754683494,-0.238557037775521
"1541",1541,"Aragonite",1.0933,1.1798,4,78.15,183.31,1.5166,1.6523,140.6,0.53,0.76,118.71,72.78,19.22,"True","no",0.089200645458302,0.416470987284698,0.720888830278254,-0.327270341826396
"1542",1542,"Aragonite",1.0933,1.1798,4,203,184.31,1.4976,1.6113,90,0.89,1.78,111.54,58.62,19.54,"True","no",0.089200645458302,0.403863826741191,0.730034722222222,-0.314663181282889
"1543",1543,"Aragonite",3.364,2.0696,6,207.32,185.75,2.6397,1.6268,77.655,0.91,1.78,43.12,76.77,100.41,"True","no",1.2131307421107,0.970665274337488,1.27438724097435,0.242465467773214
"1544",1544,"Aragonite",1.0092,1.1336,4,211.17,184,1.2435,1.2034,90,0.19,0.54,53.34,109.64,120.28,"True","no",0.00915793778476572,0.217929984261322,0.811580217129071,-0.208772046476557
"1545",1545,"Aragonite",1.5138,1.3883,4,217.72,185,1.7572,1.6021,83.595,0.6,0.89,91.77,48.49,55.73,"True","no",0.41462304589293,0.563721633119488,0.86148417937628,-0.149098587226557
"1546",1546,"Aragonite",1.9343,1.5693,6,226.91,184,3.1577,4.0485,14.258,1.64,2.09,161.64,53.7,70.22,"True","no",0.659745503925915,1.14984391448753,0.612566108243342,-0.490098410561612
"1547",1547,"Aragonite",2.4389,1.7622,5,237.07,185.34,1.8304,1.0789,133.14,0.68,2.08,52.77,26.5,89.01,"True","no",0.891547117983239,0.604534522203342,1.3324409965035,0.287012595779898
"1548",1548,"Aragonite",3.7845,2.1951,3,247.4,187.51,3.152,2.0619,66.537,0.76,1.46,39.17,122.74,153.23,"True","no",1.33091377776708,1.14803717199563,1.20066624365482,0.182876605771452
"1549",1549,"Aragonite",1.1774,1.2244,3,268.93,184.21,1.3909,1.2906,57.181,0.83,1.7,80.45,82.72,31.31,"True","no",0.163308617612024,0.329951019630947,0.846502264720684,-0.166642402018923
"1550",1550,"Aragonite",1.1774,1.2244,2,275.29,184.71,1.6682,1.8563,78.088,0.75,1.38,78.08,172.32,87.64,"True","no",0.163308617612024,0.511745200825374,0.705790672581225,-0.34843658321335
"1551",1551,"Aragonite",0.9251,1.0853,5,281.45,183,1.1427,1.1085,35.008,0.46,0.99,161.25,139.48,76.82,"True","no",-0.0778534392048641,0.133393883170531,0.809573816399755,-0.211247322375395
"1552",1552,"Aragonite",28.089,5.9803,17,403.84,201.42,10.043,2.8204,87.819,2.28,5.22,59.19,111.65,6.57,"True","no",3.33537804062486,2.3068758744112,2.79687344418998,1.02850216621366
"1553",1553,"Aragonite",1.0092,1.1336,4,416.75,184.08,1.3616,1.4428,60.945,1.06,2.45,77.08,174.76,22.78,"True","no",0.00915793778476572,0.308660478836973,0.741186839012926,-0.299502541052207
"1554",1554,"Aragonite",5.3824,2.6178,4,564.69,190.11,4.4074,2.8345,93.814,1.49,3.2,40.41,53.04,41.68,"True","no",1.68313437135644,1.48328494643352,1.22121885919136,0.199849424922918
"1555",1555,"Aragonite",3.364,2.0696,5,594.63,186.35,3.7756,3.3283,144.48,0.69,1.62,124.14,45.45,26.06,"True","no",1.2131307421107,1.32855931046865,0.890984214429495,-0.115428568357951
"1556",1556,"Aragonite",1.7661,1.4996,5,686.48,185.62,2.2063,2.1646,84.819,0.39,0.67,142.42,121.17,134.54,"True","no",0.568773725720188,0.791316904332189,0.800480442369578,-0.222543178612001
"1557",1557,"Aragonite",2.9435,1.9359,6,697.34,187.34,3.0508,2.4834,70.987,0.83,1.76,20.71,72.03,41.29,"True","no",1.07959934948618,1.11540385130795,0.964828897338403,-0.0358045018217676
"1558",1558,"Aragonite",1.2615,1.2674,5,703.4,184.13,1.5919,1.5777,68.144,0.26,0.65,157.97,75.73,158.06,"True","no",0.232301489098975,0.464928271378953,0.792449274451913,-0.232626782279978
"1559",1559,"Aragonite",1.1774,1.2244,4,23.43,185.07,1.3616,1.2366,79.573,0.66,1.4,22.33,99.5,78.6,"True","no",0.163308617612024,0.308660478836973,0.864717978848414,-0.145351861224949
"1560",1560,"Aragonite",0.9251,1.0853,2,32.09,184.73,1.6591,2.3371,34.461,0.42,1.08,179.26,156.78,151.78,"True","no",-0.0778534392048641,0.506275286667173,0.557591465252245,-0.584128725872037
"1561",1561,"Aragonite",1.682,1.4634,3,35.7,185.55,1.9915,1.8519,82.185,0.69,1.17,36.36,40.63,51.91,"True","no",0.519983561550756,0.688888123639562,0.844589505397941,-0.168904562088806
"1562",1562,"Aragonite",0.9251,1.0853,2,117.45,184.82,1.3316,1.5054,138.97,0.48,0.99,85.68,103.57,173.96,"True","no",-0.0778534392048641,0.286381226718733,0.694728146590568,-0.364234665923597
"1563",1563,"Aragonite",1.7661,1.4996,4,147.86,185.43,1.5447,1.0611,131.44,0.84,1.58,1.21,60.32,26.62,"True","no",0.568773725720188,0.434829716738068,1.14332880170907,0.13394400898212
"1564",1564,"Aragonite",2.0184,1.6031,7,200.04,186.83,2.766,2.9771,88.115,1.09,1.57,4.68,127.92,87.8,"True","no",0.702305118344711,1.01740223324257,0.729718004338395,-0.315097114897855
"1565",1565,"Aragonite",2.8594,1.9081,4,260.82,186.18,2.0092,1.1088,102.14,0.92,2.16,40.03,129.22,115.23,"True","no",1.05061181261293,0.697736632893753,1.42315349392793,0.352875179719174
"1566",1566,"Aragonite",1.0933,1.1798,4,265.38,184.23,1.2377,1.1005,59.036,0.34,0.87,25.04,134.71,110.16,"True","no",0.089200645458302,0.21325481856384,0.883331986749616,-0.124054173105538
"1567",1567,"Aragonite",7.8213,3.1557,7,295.92,189.26,4.1775,1.7524,60.778,1.53,2.82,2.83,104.47,99.58,"True","no",2.05685078115002,1.42971298148741,1.87224416517056,0.627137799662609
"1568",1568,"Aragonite",10.933,3.731,7,344.46,191.37,5.6773,2.3155,113.53,1.1,2.86,145.68,150.52,17.28,"True","no",2.39178573845235,1.73647576760475,1.92573934792947,0.655309970847596
"1569",1569,"Aragonite",1.3456,1.3089,3,520.63,185.31,1.5773,1.452,31.454,0.83,2.28,27.94,112.24,143.69,"True","no",0.296840010236546,0.455714524511291,0.853103404552083,-0.158874514274745
"1570",1570,"Aragonite",19.932,5.0376,11,540.97,192.12,5.6731,1.2682,35.828,1.72,4.15,123.5,143.74,69.53,"True","no",2.99232648041916,1.73573570554673,3.51342299624544,1.25659077487243
"1571",1571,"Aragonite",1.5138,1.3883,3,690.11,185.61,1.8663,1.8071,113.96,0.84,1.46,58.13,140.99,72.08,"True","no",0.41462304589293,0.623957861206947,0.811123613566951,-0.209334815314017
"1572",1572,"Aragonite",4.0368,2.2671,2,721.13,184.88,1.8551,1.3391,135,0.47,1.33,38.44,156.6,68.29,"True","edge",1.39545229890466,0.61793860296219,2.17605519918064,0.777513695942466
"1573",1573,"Aragonite",1.0092,1.1336,3,26.92,185.83,1.4554,1.6485,99.417,0.47,0.79,6.97,63.03,179.19,"True","no",0.00915793778476572,0.375280776930849,0.693417617149924,-0.366122839146083
"1574",1574,"Aragonite",0.9251,1.0853,4,82,185.91,1.4882,1.8802,93.82,0.67,1.48,145.6,160.78,33.44,"True","no",-0.0778534392048641,0.397567335981024,0.621623437709985,-0.475420775185888
"1575",1575,"Aragonite",2.523,1.7923,6,136.53,187,2.1205,1.3998,99.803,1.17,2.18,140.46,109.7,9.91,"True","no",0.925448669658921,0.751651909932508,1.1898137231785,0.173796759726412
"1576",1576,"Aragonite",0.841,1.0348,3,139.9,185.9,1.3321,1.6572,82.312,0.66,0.95,124.16,47.78,14.25,"True","no",-0.173163619009189,0.28675664437528,0.63133398393514,-0.459920263384469
"1577",1577,"Aragonite",1.3456,1.3089,3,166.81,186.19,1.5139,1.3377,72.746,0.48,1.2,155.94,28.35,62.99,"True","no",0.296840010236546,0.414689102635696,0.888830173723495,-0.11784909239915
"1578",1578,"Aragonite",5.7188,2.6984,4,170.97,190.04,2.7932,1.0715,83.926,0.52,1.38,109.58,112.34,73.37,"True","no",1.74375899317287,1.02718789198974,2.04740083058857,0.716571101183129
"1579",1579,"Aragonite",3.1958,2.0172,5,277.84,189.13,3.2922,2.6637,82.826,0.48,1.18,37.88,95.66,60.38,"True","no",1.16183744772315,1.19155603431085,0.970718668367657,-0.0297185865876965
"1580",1580,"Aragonite",2.3548,1.7315,5,284.14,186.89,1.889,1.1901,110.37,0.69,1.65,46.27,106.58,77.49,"True","no",0.856455798171969,0.636047588519372,1.24658549497088,0.220408209652597
"1581",1581,"Aragonite",1.4297,1.3492,7,323.82,185.88,1.5783,1.3684,59.93,0.57,1.12,121.34,131.13,95.73,"True","no",0.357464632052981,0.456348318422734,0.90584806437306,-0.0988836863697529
"1582",1582,"Aragonite",1.682,1.4634,6,328.75,186.3,1.8081,1.5265,99.396,0.61,1.5,4.38,74.3,57.86,"True","no",0.519983561550756,0.592276570174971,0.930258282174658,-0.0722930086242148
"1583",1583,"Aragonite",10.176,3.5995,4,356.74,187.99,4.2967,1.4249,0.60411,1.43,3.51,140.81,149.81,136.25,"True","no",2.32003200659777,1.45784728620479,2.36832918286127,0.862184720392972
"1584",1584,"Aragonite",1.0092,1.1336,7,420.67,185.33,1.4918,1.7321,135,0.57,1.01,172.21,77.18,33.31,"True","no",0.00915793778476572,0.399983444538926,0.676498190105912,-0.39082550675416
"1585",1585,"Aragonite",1.8502,1.5348,4,488.18,186.68,1.8849,1.5082,55.041,0.57,2.08,151.44,67.36,115.4,"True","no",0.615293741355081,0.633874769094874,0.981590535306913,-0.0185810277397928
"1586",1586,"Aragonite",1.4297,1.3492,3,524.41,186.18,2.1843,2.621,49.699,0.48,1,91.22,58.45,140.76,"True","no",0.357464632052981,0.781295411086638,0.654534633521036,-0.423830779033657
"1587",1587,"Aragonite",1.5979,1.4264,4,526.68,187.21,2.4547,2.9618,49.663,0.81,1.77,79.64,65.15,142.97,"True","no",0.468690267163206,0.898004554186837,0.650955310221208,-0.429314287023632
"1588",1588,"Aragonite",2.1025,1.6361,4,532.52,186.52,1.8349,1.2577,157.12,0.87,2.31,65.83,98.48,33.91,"True","no",0.743127112864966,0.606989984108771,1.14583901030029,0.136137128756195
"1589",1589,"Aragonite",8.4941,3.2886,6,554.44,193.01,3.9872,1.47,54.158,1.03,3.15,38.5,53.49,41.42,"True","no",2.13937180483802,1.38308923017094,2.13034209470305,0.756282574667082
"1590",1590,"Aragonite",1.0092,1.1336,2,576.83,186.08,1.6431,2.1012,62.841,0.75,1.28,28.44,45.56,52.48,"True","no",0.00915793778476572,0.496584701475648,0.614204856673361,-0.487426763690883
"1591",1591,"Aragonite",1.5138,1.3883,5,706.39,186.72,1.6699,1.4467,102.24,0.38,0.78,147.91,69.01,140.54,"True","no",0.41462304589293,0.51276374439625,0.906521348583748,-0.0981406985033196
"1592",1592,"Aragonite",8.3259,3.2559,3,714.82,191.18,4.8317,2.2022,43.688,0.73,2.13,95.98,146.21,39.68,"True","no",2.11937113813136,1.57519837261238,1.72318231678291,0.544172765518978
"1593",1593,"Aragonite",6.8121,2.9451,5,17.47,191.67,3.9616,1.8095,69.483,1.18,2.73,91.07,58.82,125.05,"True","no",1.9187004426692,1.37664798406809,1.71953251211632,0.542052458601119
"1594",1594,"Aragonite",2.0184,1.6031,4,109.29,187.96,2.1593,1.8143,69.001,0.67,1.75,47.26,127.29,40.56,"True","no",0.702305118344711,0.769784095098649,0.934747371833465,-0.0674789767539378
"1595",1595,"Aragonite",2.6912,1.8511,5,124.81,188.75,1.9248,1.0812,75.964,0.81,1.2,145.98,126.06,51.45,"True","no",0.989987190796492,0.654822066238277,1.39817123857024,0.335165124558214
"1596",1596,"Aragonite",1.3456,1.3089,5,130.69,186.88,1.8616,2.0227,32.461,0.49,0.63,174.72,155.7,19.2,"True","no",0.296840010236546,0.621436333005945,0.72281908036098,-0.324596322769398
"1597",1597,"Aragonite",0.841,1.0348,2,142.3,186.8,1.1976,1.3393,53.677,0.22,0.87,13.25,106.44,76.51,"True","no",-0.173163619009189,0.180319554123282,0.702237808951236,-0.353483173132471
"1598",1598,"Aragonite",2.4389,1.7622,8,156.9,188.9,2.4312,1.9035,93.246,0.58,1.56,144.51,58.57,113.62,"True","no",0.891547117983239,0.888384962620446,1.00316716025008,0.00316215536279305
"1599",1599,"Aragonite",0.9251,1.0853,3,160.27,186.45,1.3432,1.5317,165.43,0.46,1.89,74.98,95.18,72.71,"True","no",-0.0778534392048641,0.295054826781194,0.688728409767719,-0.372908265986058
"1600",1600,"Aragonite",1.0092,1.1336,5,213.5,186.5,1.1336,1,90,0.43,1.11,151.63,138.3,131.77,"True","no",0.00915793778476572,0.125398409394334,0.890261115031757,-0.116240471609568
"1601",1601,"Aragonite",1.2615,1.2674,5,226.93,187.27,1.5053,1.4107,113.24,0.87,1.3,176.64,78.38,89.74,"True","no",0.232301489098975,0.408992213884321,0.83803892911712,-0.176690724785346
"1602",1602,"Aragonite",1.3456,1.3089,5,231,187.25,1.7812,1.8519,58.283,0.65,1.23,143.56,72.59,63.81,"True","no",0.296840010236546,0.57728729446541,0.75544576689872,-0.280447284228864
"1603",1603,"Aragonite",1.5979,1.4264,5,254.42,188.11,1.7537,1.5116,107.58,0.61,1.71,83.92,83.93,110.8,"True","no",0.468690267163206,0.56172784169311,0.911159263271939,-0.093037574529904
"1604",1604,"Aragonite",2.6912,1.8511,5,318.5,188.28,2.3166,1.5662,139.86,0.98,2.02,13.79,39.08,101.75,"True","no",0.989987190796492,0.840100593516109,1.16170249503583,0.149886597280383
"1605",1605,"Aragonite",3.4481,2.0953,8,334.07,187.83,2.453,1.3706,157.94,1.59,4.09,121.93,124.79,89.66,"True","no",1.23782335470107,0.897311765276352,1.40566653077864,0.340511589424721
"1606",1606,"Aragonite",1.1774,1.2244,3,398.21,186.93,1.8036,2.1699,130.09,0.49,1.06,27.69,147.27,36.54,"True","no",0.163308617612024,0.589784667564792,0.652805500110889,-0.426476049952768
"1607",1607,"Aragonite",7.1485,3.0169,7,469.48,191.46,4.4526,2.1783,92.466,0.74,3.53,0.97,72.77,88.04,"True","no",1.96690254448708,1.49348819522201,1.60546646902933,0.473414349265076
"1608",1608,"Aragonite",1.682,1.4634,4,501.95,187.35,1.5172,1.0748,137.43,0.58,0.98,72.63,48.86,47.56,"True","no",0.519983561550756,0.416866530832607,1.10862114421302,0.103117030718149
"1609",1609,"Aragonite",3.1117,1.9905,4,47.3,189.41,2.5304,1.6161,37.529,0.76,1.47,49.31,31.18,132.4,"True","no",1.13516920064099,0.928377393009302,1.22972652545052,0.206791807631688
"1610",1610,"Aragonite",1.1774,1.2244,4,61.93,188.14,1.6115,1.7322,97.161,0.74,1.39,32.51,158.29,97.37,"True","no",0.163308617612024,0.477165422273355,0.730623642569035,-0.313856804661331
"1611",1611,"Aragonite",2.523,1.7923,4,76.2,191.47,2.9382,2.6875,77.338,0.72,1.37,96.6,39.57,9.31,"True","no",0.925448669658921,1.07779714895419,0.85868899326118,-0.152348479295269
"1612",1612,"Aragonite",0.841,1.0348,3,105.6,187.3,1.0506,1.0308,153.43,0.67,1.3,10.16,74.04,32.18,"True","no",-0.173163619009189,0.0493614295377241,0.800494955263659,-0.222525048546913
"1613",1613,"Aragonite",1.2615,1.2674,5,153,188,1.6632,1.7222,116.06,0.81,1.26,126.19,123.25,88.35,"True","no",0.232301489098975,0.508743457561666,0.758477633477634,-0.276441968462691
"1614",1614,"Aragonite",1.3456,1.3089,6,221.38,187.63,1.4587,1.242,39.056,0.71,1.68,44.47,21.55,132.05,"True","no",0.296840010236546,0.377545628110031,0.922465208747515,-0.0807056178734841
"1615",1615,"Aragonite",0.9251,1.0853,2,251.09,187.64,1.2919,1.4169,74.929,0.81,1.38,85.65,88.29,108.42,"True","no",-0.0778534392048641,0.256114002984119,0.716077095750445,-0.333967442188983
"1616",1616,"Aragonite",1.682,1.4634,5,266.2,188.85,1.7991,1.5114,57.296,0.46,1.08,82.37,78.43,145.01,"True","no",0.519983561550756,0.587286539860437,0.934911900394642,-0.0673029783096804
"1617",1617,"Aragonite",2.1866,1.6686,5,281.04,191.19,3.1172,3.4902,100.74,0.45,1.01,159.76,113.4,108.93,"True","no",0.782347826018247,1.13693516298727,0.701462851276787,-0.354587336969021
"1618",1618,"Aragonite",1.3456,1.3089,5,301.25,188.75,2.1325,2.6544,71.153,0.78,1.78,116.24,73.75,98.4,"True","no",0.296840010236546,0.757295000383697,0.630996483001172,-0.460454990147151
"1619",1619,"Aragonite",2.2707,1.7003,5,349.78,190.33,3.4361,4.0839,118.42,1.18,2.4,133.47,89.02,8.4,"True","no",0.820088154001094,1.23433710730735,0.660836413375629,-0.41424895330626
"1620",1620,"Aragonite",2.0184,1.6031,4,417.71,188.79,2.1189,1.747,95.906,0.62,1.19,13.4,110.06,59.07,"True","no",0.702305118344711,0.750897086100849,0.952569729576667,-0.0485919677561382
"1621",1621,"Aragonite",1.0933,1.1798,1,431.85,188.92,1.9895,2.8433,81.383,0.89,1.38,92.9,15.78,11.65,"True","no",0.089200645458302,0.687883350884846,0.549535059060065,-0.598682705426544
"1622",1622,"Aragonite",0.841,1.0348,2,464.2,187.5,1.2109,1.3693,90,0.47,0.75,104.9,91.05,136.63,"True","no",-0.173163619009189,0.191363884778184,0.694524733669172,-0.364527503787373
"1623",1623,"Aragonite",1.3456,1.3089,4,482.75,187.56,1.6238,1.5391,169.57,0.41,0.87,69.04,70.81,10.72,"True","no",0.296840010236546,0.484769081446209,0.828673481955906,-0.187929071209663
"1624",1624,"Aragonite",1.5979,1.4264,2,591.21,188.47,1.7431,1.4934,85.787,0.89,1.4,129.26,56.51,18.69,"True","no",0.468690267163206,0.555665137238683,0.916700131948827,-0.0869748700754769
"1625",1625,"Aragonite",2.9435,1.9359,5,23.69,190.43,2.5431,1.7256,56.079,1.26,2.56,87.45,103.04,91.67,"True","no",1.07959934948618,0.933383809300332,1.15744563721442,0.146215540185846
"1626",1626,"Aragonite",1.2615,1.2674,4,42.2,189.53,1.5574,1.5101,84.106,0.42,1.03,78.06,140.44,147.05,"True","no",0.232301489098975,0.443017764160749,0.810003852574804,-0.210716275061773
"1627",1627,"Aragonite",1.0092,1.1336,3,150.25,188.67,1.2144,1.1477,70.195,0.11,0.69,34.67,148.46,62.34,"True","no",0.00915793778476572,0.194250127659228,0.83102766798419,-0.185092189874463
"1628",1628,"Aragonite",1.0933,1.1798,4,184.38,188.62,1.2782,1.1737,45,0.48,1.03,131.4,155.82,48.14,"True","no",0.089200645458302,0.245452838234044,0.855343451728994,-0.156252192775742
"1629",1629,"Aragonite",3.7845,2.1951,5,190.11,191.42,3.1295,2.0325,136.16,0.68,1.22,142,56.53,176.51,"True","no",1.33091377776708,1.14087324738262,1.2092986100016,0.190040530384466
"1630",1630,"Aragonite",2.6071,1.8219,5,194.26,190.77,3.4467,3.5788,130.42,0.63,1.82,121.63,171.83,161.09,"True","no",0.958238492481912,1.23741725154529,0.75640467693736,-0.27917875906338
"1631",1631,"Aragonite",1.2615,1.2674,3,197.27,189.73,1.7883,1.9911,99.948,1.05,1.58,119.15,77.75,124.44,"True","no",0.232301489098975,0.581265447911854,0.705418553933904,-0.348963958812878
"1632",1632,"Aragonite",1.2615,1.2674,5,203.2,188.87,1.5405,1.4774,99.899,0.62,1.09,12.33,16.08,107.98,"True","no",0.232301489098975,0.432107039054586,0.818889970788705,-0.19980554995561
"1633",1633,"Aragonite",0.9251,1.0853,5,211.18,188.82,1.106,1.0385,135,0.14,0.61,37.1,123.89,82.82,"True","no",-0.0778534392048641,0.100749903100143,0.836437613019892,-0.178603342305007
"1634",1634,"Aragonite",2.1866,1.6686,4,305.65,189.19,1.808,1.1741,6.4405,1.35,2.91,132.43,90.32,107.35,"True","no",0.782347826018247,0.592221261969985,1.20940265486726,0.190126564048263
