Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Major [µm]	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain
2100	Aragonite	1.2019	1.237	4	463.58	215.12	1.4487	1.3716	62.289	0.61	1.05	141.96	63.96	94.45	True	no
2101	Aragonite	0.46225	0.76717	2	618.80	213.00	0.86283	1.2649	90	0.55	0.69	82.29	44.83	153.49	True	no
2102	Aragonite	3.7442	2.1834	3	206.62	219.77	2.9766	1.8585	129.65	0.81	2.07	24.29	109.69	81.62	True	no
2103	Aragonite	3.282	2.0442	3	281.46	217.18	2.3984	1.3766	162.99	1.33	2.75	40.78	102.64	96.97	True	no
2104	Aragonite	0.50848	0.80462	3	381.36	214.64	0.93942	1.3631	115.41	0.94	1.35	72.11	80.81	107.77	True	no
2105	Aragonite	0.64715	0.90773	4	449.50	215.29	1.1604	1.6341	99.535	0.53	1.46	81.57	81.74	93.40	True	no
2106	Aragonite	2.4499	1.7662	6	467.94	218.04	2.412	1.8651	84.088	0.53	1.09	95.94	66.83	107.78	True	no
2107	Aragonite	10.955	3.7348	11	489.00	223.51	6.4726	3.0035	24.045	2.32	4.32	48.22	91.28	117.49	True	no
2108	Aragonite	0.69337	0.93959	4	513.33	214.73	1.0292	1.1999	5.8841	0.39	1.19	18.72	100.42	137.08	True	no
2109	Aragonite	2.2188	1.6808	7	519.42	217.15	2.2676	1.8201	127.5	0.97	2.26	138.58	170.79	144.91	True	no
2110	Aragonite	0.5547	0.8404	2	560.92	214.67	0.93557	1.2393	55.278	0.29	0.50	7.31	125.95	139.39	True	no
2111	Aragonite	23.159	5.4302	13	609.88	228.50	8.3049	2.3391	26.596	1.99	4.00	9.61	135.33	127.96	True	no
2112	Aragonite	0.78583	1.0003	5	650.82	215.29	1.3842	1.9149	59.036	0.84	1.67	163.61	62.91	41.63	True	no
2113	Aragonite	3.2357	2.0297	4	221.01	219.90	2.9507	2.1133	54.123	0.86	1.87	32.01	107.91	83.45	True	no
2114	Aragonite	4.7612	2.4621	5	267.07	219.53	2.8984	1.3858	112.74	0.89	2.08	87.13	102.66	98.18	True	no
2115	Aragonite	1.8952	1.5534	5	274.02	217.51	2.0666	1.7699	122.63	0.73	1.66	87.41	105.75	98.24	True	no
2116	Aragonite	2.1726	1.6632	5	392.11	218.40	2.2468	1.825	79.133	1.00	2.37	142.82	85.51	80.27	True	no
2117	Aragonite	0.46225	0.76717	2	398.50	215.40	0.86283	1.2649	90	0.36	1.10	152.35	91.06	81.17	True	no
2118	Aragonite	0.9245	1.0849	5	401.45	216.80	1.3559	1.5618	54.923	0.36	0.76	89.02	84.34	84.75	True	no
2119	Aragonite	0.60093	0.87471	3	441.31	216.69	1.2575	2.0666	88	0.66	0.85	147.38	55.92	85.69	True	no
2120	Aragonite	0.83205	1.0293	3	548.50	216.00	1.2126	1.388	66.891	0.51	0.58	50.06	100.89	120.56	True	no
2121	Aragonite	1.2943	1.2837	5	551.79	217.18	1.9009	2.1926	69.841	0.51	1.53	83.33	58.34	97.69	True	no
2122	Aragonite	2.3112	1.7155	7	555.98	218.84	2.1721	1.6033	64.362	0.81	1.47	154.07	70.85	63.28	True	no
2123	Aragonite	1.849	1.5343	3	565.47	219.00	1.9473	1.6107	63.017	0.65	1.69	79.58	80.42	117.31	True	no
2124	Aragonite	1.433	1.3507	6	645.58	218.42	1.7976	1.771	75.421	0.84	1.43	33.26	43.34	135.07	True	no
2125	Aragonite	3.5131	2.115	3	665.42	218.50	2.0479	1.8752	90	0.64	1.50	102.62	40.59	75.33	True	edge
2126	Aragonite	0.78583	1.0003	0	186.06	217.18	1.1203	1.2544	26.118	0.92	1.02	42.86	113.18	95.16	True	no
2127	Aragonite	1.433	1.3507	3	298.68	218.19	1.6948	1.5743	106.79	0.71	1.14	138.29	107.79	91.93	True	no
2128	Aragonite	1.2481	1.2606	1	309.70	217.44	1.4408	1.3063	99.849	0.48	0.88	65.96	94.81	99.66	True	no
2129	Aragonite	0.9245	1.0849	1	338.10	217.40	1.3573	1.5651	57.611	0.51	1.03	31.11	92.61	109.06	True	no
2130	Aragonite	0.97072	1.1117	5	396.24	218.62	1.5756	2.0087	86.678	0.70	1.67	78.56	81.71	90.94	True	no
2131	Aragonite	0.64715	0.90773	3	413.43	216.86	1.0895	1.4406	143.8	0.40	0.65	154.13	63.35	89.09	True	no
2132	Aragonite	2.0801	1.6274	4	420.62	220.82	2.1384	1.7265	67.859	0.66	2.09	65.16	82.14	114.36	True	no
2133	Aragonite	0.64715	0.90773	4	429.71	216.79	1.2484	1.8914	133.23	0.81	1.44	23.22	105.62	121.57	True	no
2134	Aragonite	2.5424	1.7992	5	435.07	219.89	2.2361	1.5447	51.187	0.70	1.60	82.30	77.27	115.73	True	no
2135	Aragonite	1.849	1.5343	7	511.90	217.95	2.3683	2.3825	158.63	1.05	1.92	12.00	106.69	136.78	True	no
2136	Aragonite	1.849	1.5343	5	586.45	219.10	2.2042	2.0637	62.918	0.67	1.60	57.13	89.25	163.96	True	no
2137	Aragonite	1.4792	1.3724	4	604.38	217.56	1.8666	1.85	28.455	0.52	1.42	31.05	105.88	140.33	True	no
2138	Aragonite	1.849	1.5343	4	654.35	217.90	1.7678	1.3274	42.075	0.66	1.67	23.93	66.97	140.73	True	no
2139	Aragonite	1.9414	1.5722	5	291.81	218.55	2.0368	1.6783	3.3847	0.79	1.01	78.29	98.18	102.37	True	no
2140	Aragonite	0.97072	1.1117	2	313.71	218.62	1.2391	1.2423	70.076	0.69	0.76	126.84	84.41	100.91	True	no
2141	Aragonite	1.4792	1.3724	5	407.31	218.91	1.67	1.4807	106.16	0.77	1.42	130.32	63.89	87.78	True	no
2142	Aragonite	0.46225	0.76717	4	455.90	216.90	1.083	1.9927	29.767	0.53	1.00	81.49	72.30	97.54	True	no
2143	Aragonite	10.493	3.6552	8	591.27	231.00	6.3351	3.004	84.982	1.17	3.00	90.74	42.52	129.58	True	no
2144	Aragonite	0.64715	0.90773	3	383.50	218.36	1.4503	2.5527	163.95	0.23	0.47	139.54	94.76	74.93	True	no
2145	Aragonite	0.7396	0.97041	6	411.38	219.19	1.2344	1.6181	121.96	0.51	0.51	152.00	46.00	106.15	True	no
2146	Aragonite	0.83205	1.0293	6	450.67	218.89	1.2911	1.5735	179.27	0.72	2.20	135.90	81.24	79.48	True	no
2147	Aragonite	3.5131	2.115	7	457.91	221.07	2.8075	1.7621	21.177	0.97	1.97	89.82	68.75	79.54	True	no
2148	Aragonite	0.7396	0.97041	2	481.75	218.94	1.0337	1.1346	110.82	0.53	1.63	106.79	64.20	103.84	True	no
2149	Aragonite	1.8028	1.515	6	542.51	220.26	1.7204	1.2895	85.426	1.03	2.05	30.32	92.58	126.71	True	no
2150	Aragonite	1.3867	1.3288	4	639.33	220.20	1.7443	1.7233	172.52	0.62	1.22	173.33	83.77	29.74	True	no
2151	Aragonite	3.5593	2.1288	3	252.32	222.48	3.1106	2.135	27.427	0.75	1.56	22.30	98.77	89.68	True	no
2152	Aragonite	1.3405	1.3064	2	335.31	222.03	1.898	2.1106	103.05	0.85	1.63	92.01	73.82	101.47	True	no
2153	Aragonite	2.6811	1.8476	6	384.79	222.14	2.211	1.4321	16.661	1.24	2.73	24.06	78.73	94.23	True	no
2154	Aragonite	0.9245	1.0849	4	429.15	221.15	1.482	1.8658	90.685	0.43	1.22	102.44	64.56	109.41	True	no
2155	Aragonite	17.334	4.698	16	463.90	232.18	5.1691	1.2106	17.932	1.89	3.79	104.86	57.32	97.54	True	no
2156	Aragonite	1.3867	1.3288	6	505.90	222.80	1.5423	1.3472	98.685	0.81	1.82	20.67	95.84	116.24	True	no
2157	Aragonite	2.4499	1.7662	7	523.96	222.32	2.0869	1.3962	34.145	0.78	2.34	171.01	108.01	174.83	True	no
2158	Aragonite	0.5547	0.8404	4	536.00	219.00	1.241	2.1808	8.3496	0.60	0.93	80.13	92.34	152.56	True	no
2159	Aragonite	0.83205	1.0293	5	649.72	220.89	1.2435	1.4596	134.79	0.67	0.94	102.99	35.44	77.00	True	no
2160	Aragonite	1.8028	1.515	2	228.97	222.00	1.6899	1.2441	166.5	1.03	1.77	140.93	88.33	112.77	True	no
2161	Aragonite	1.1094	1.1885	1	328.92	221.67	1.3609	1.3112	52.672	0.83	1.16	137.01	81.68	93.33	True	no
2162	Aragonite	1.2019	1.237	5	441.92	222.54	1.6635	1.8083	125.07	0.77	1.20	115.61	119.72	50.61	True	no
2163	Aragonite	0.9245	1.0849	3	509.95	220.85	1.3001	1.436	140.26	0.63	1.50	57.48	61.43	131.39	True	no
2164	Aragonite	0.87827	1.0575	6	547.79	221.42	1.2821	1.47	101.79	0.44	1.22	116.37	47.42	101.55	True	no
2165	Aragonite	9.2912	3.4395	9	563.97	231.63	4.7879	1.9378	89.801	1.10	3.37	22.25	109.90	111.62	True	no
2166	Aragonite	0.60093	0.87471	3	609.31	220.54	1.0441	1.4248	106.96	0.55	0.78	50.01	97.12	147.23	True	no
2167	Aragonite	1.3405	1.3064	4	213.86	223.52	1.6653	1.6248	78.829	0.72	1.46	91.75	106.73	105.67	True	no
2168	Aragonite	1.7103	1.4757	5	298.46	223.03	2.2061	2.2348	168.71	1.02	2.25	24.89	106.68	91.27	True	no
2169	Aragonite	4.1603	2.3015	4	307.03	226.32	2.612	1.288	97.716	1.04	2.91	117.32	99.54	96.15	True	no
2170	Aragonite	0.60093	0.87471	0	353.46	221.15	0.94253	1.1611	13.776	0.36	1.87	133.59	89.28	96.17	True	no
2171	Aragonite	0.83205	1.0293	3	402.17	221.72	1.1438	1.2349	148.41	0.75	0.88	26.14	86.12	96.45	True	no
2172	Aragonite	1.7565	1.4955	5	448.24	223.00	1.693	1.2815	157.79	0.96	1.69	71.18	76.15	92.93	True	no
2173	Aragonite	2.9584	1.9408	10	513.25	225.64	2.3398	1.4534	47.971	0.69	1.75	58.42	63.87	131.55	True	no
2174	Aragonite	1.0632	1.1635	5	532.00	224.04	1.8664	2.5734	66.146	0.91	1.65	76.74	104.41	148.24	True	no
2175	Aragonite	0.69337	0.93959	2	538.47	221.87	1.199	1.6284	118.89	0.32	0.70	103.23	60.08	90.51	True	no
2176	Aragonite	0.5547	0.8404	2	575.17	222.83	1.645	3.8315	67.802	0.66	1.02	104.11	32.63	126.97	True	no
2177	Aragonite	4.3914	2.3646	6	578.67	229.91	4.747	4.0302	64.813	1.18	2.32	108.08	32.13	125.31	True	no
2178	Aragonite	0.97072	1.1117	2	661.62	222.00	1.3044	1.3765	141.34	0.63	0.94	86.83	46.18	92.93	True	no
2179	Aragonite	3.2357	2.0297	6	289.87	225.79	2.1128	1.0835	71.095	0.97	2.02	104.69	91.26	107.10	True	no
2180	Aragonite	0.5547	0.8404	5	415.50	222.17	0.88726	1.1146	90	0.55	0.88	27.85	120.86	110.50	True	no
2181	Aragonite	0.9245	1.0849	5	529.15	223.80	1.6942	2.4385	63.451	0.77	1.75	12.59	148.17	104.89	True	no
2182	Aragonite	1.4792	1.3724	3	636.94	224.00	1.6143	1.3836	165.82	0.54	1.06	159.17	66.76	39.61	True	no
2183	Aragonite	3.1433	2.0005	5	274.15	227.09	2.3721	1.406	86.927	0.86	2.63	149.71	89.47	107.78	True	no
2184	Aragonite	0.9245	1.0849	2	283.90	224.70	1.4998	1.9109	60.318	0.67	1.33	103.13	88.71	109.25	True	no
2185	Aragonite	4.8074	2.4741	5	319.65	231.03	3.9093	2.4967	96.546	1.14	2.95	104.75	101.18	84.79	True	no
2186	Aragonite	1.7103	1.4757	5	399.32	225.35	1.7239	1.3647	126.86	0.73	1.34	63.77	56.05	106.91	True	no
2187	Aragonite	2.3112	1.7155	5	410.22	224.92	2.0462	1.4228	15.434	0.54	1.88	22.89	109.36	110.83	True	no
2188	Aragonite	1.3405	1.3064	4	500.62	225.66	1.4864	1.2944	96.626	0.82	2.39	136.08	63.71	83.16	True	no
2189	Aragonite	0.46225	0.76717	4	545.20	223.70	0.98158	1.637	71.778	0.50	1.03	53.49	80.26	132.19	True	no
2190	Aragonite	0.9245	1.0849	5	550.55	224.60	1.2917	1.4174	66.33	0.39	0.66	106.87	62.88	122.37	True	no
2191	Aragonite	3.7442	2.1834	5	626.37	225.80	3.4865	2.5498	18.668	0.72	2.42	117.07	38.08	59.53	True	no
2192	Aragonite	0.60093	0.87471	4	647.85	223.38	1.1723	1.7963	143.27	0.59	1.41	160.22	66.39	40.81	True	no
2193	Aragonite	1.849	1.5343	2	205.65	226.55	1.987	1.677	153.07	0.56	1.54	154.69	73.99	110.84	True	no
2194	Aragonite	0.46225	0.76717	2	242.40	224.80	0.99094	1.6684	49.065	0.44	1.28	113.12	109.77	105.30	True	no
2195	Aragonite	0.97072	1.1117	3	461.38	224.43	1.7236	2.4036	9.7539	0.69	1.14	152.06	88.90	67.25	True	no
2196	Aragonite	0.50848	0.80462	2	534.91	224.64	0.95777	1.4169	105.07	0.73	1.10	12.46	116.20	95.97	True	no
2197	Aragonite	0.46225	0.76717	3	557.20	224.30	0.98158	1.637	108.22	0.50	0.83	57.04	78.44	141.79	True	no
2198	Aragonite	3.8367	2.2102	7	641.07	227.98	3.2363	2.1441	35.411	0.63	1.40	21.54	62.45	137.71	True	no
2199	Aragonite	6.0555	2.7767	8	646.56	231.98	4.5677	2.7061	47.85	0.89	2.32	84.27	36.75	94.60	True	no
2200	Aragonite	9.8921	3.549	5	657.93	228.15	3.8641	2.371	28.59	0.84	2.21	160.76	66.94	41.79	True	edge
2201	Aragonite	0.78583	1.0003	2	232.47	225.65	1.2008	1.4412	34.385	0.59	1.21	159.80	89.72	112.65	True	no
2202	Aragonite	4.3914	2.3646	4	255.80	229.43	2.392	1.0233	55.48	0.94	2.45	75.78	103.28	97.46	True	no
2203	Aragonite	0.50848	0.80462	2	263.64	225.36	0.98626	1.5025	30.286	0.63	0.86	149.92	9.40	144.42	True	no
2204	Aragonite	1.2943	1.2837	2	314.54	227.36	2.0267	2.4926	62.139	0.81	1.58	169.24	99.37	96.79	True	no
2205	Aragonite	2.4499	1.7662	3	324.49	229.13	2.6072	2.1791	83.52	0.89	1.63	169.67	99.43	99.73	True	no
2206	Aragonite	1.8028	1.515	5	392.26	227.46	1.7437	1.3247	87.871	0.62	1.51	22.66	81.46	95.78	True	no
2207	Aragonite	2.3112	1.7155	4	434.68	227.72	1.8581	1.1732	30.859	0.62	1.30	41.48	82.52	124.48	True	no
2208	Aragonite	2.3575	1.7325	7	552.78	229.16	2.2082	1.6245	58.579	1.27	2.45	20.09	108.80	109.32	True	no
2209	Aragonite	2.4499	1.7662	5	584.04	230.08	2.8901	2.6777	68.886	0.82	1.67	46.68	93.13	149.65	True	no
2210	Aragonite	1.8952	1.5534	5	298.41	228.59	1.895	1.4882	140.28	0.91	1.73	139.60	80.91	105.70	True	no
2211	Aragonite	0.7396	0.97041	1	341.94	227.13	1.0905	1.2628	102.87	0.15	0.87	89.08	52.78	103.54	True	no
2212	Aragonite	1.433	1.3507	3	380.10	228.58	1.4793	1.1994	100.7	0.62	1.36	143.79	83.20	78.87	True	no
2213	Aragonite	0.97072	1.1117	4	387.57	227.38	1.3639	1.5051	82.797	0.93	1.60	143.96	82.32	78.39	True	no
2214	Aragonite	0.69337	0.93959	3	404.47	226.60	0.97381	1.0742	161.57	0.58	0.88	134.34	67.17	103.29	True	no
2215	Aragonite	2.3112	1.7155	7	412.68	229.68	2.349	1.8751	34.519	0.71	1.86	66.04	80.08	111.09	True	no
2216	Aragonite	0.83205	1.0293	4	419.22	226.44	1.1975	1.3535	179.32	0.58	0.85	177.19	74.40	65.75	True	no
2217	Aragonite	0.50848	0.80462	3	504.64	226.45	1.0723	1.7759	60.408	0.77	1.39	78.65	70.15	108.61	True	no
2218	Aragonite	0.50848	0.80462	3	517.64	226.64	0.95022	1.3946	3.2415	0.57	0.94	136.87	43.13	78.85	True	no
2219	Aragonite	1.2019	1.237	3	543.85	228.77	1.5977	1.6681	92.006	0.53	1.28	27.25	97.58	90.18	True	no
2220	Aragonite	0.64715	0.90773	5	547.36	227.21	1.0297	1.2867	114.36	0.13	0.18	63.36	74.46	101.28	True	no
2221	Aragonite	0.64715	0.90773	2	588.79	227.57	1.2675	1.9498	86.82	0.58	1.07	177.28	36.31	58.16	True	no
2222	Aragonite	2.3575	1.7325	6	216.51	229.29	2.0535	1.4048	7.4061	0.99	2.48	24.41	112.40	82.06	True	no
2223	Aragonite	1.4792	1.3724	5	264.91	228.38	2.1067	2.3564	176.38	1.03	2.14	21.48	104.79	81.91	True	no
2224	Aragonite	1.0632	1.1635	2	337.52	228.30	1.2593	1.1715	145.49	0.35	1.00	76.50	74.12	107.06	True	no
2225	Aragonite	1.2481	1.2606	6	384.15	230.07	1.7884	2.0128	83.974	0.72	1.34	26.06	82.72	101.32	True	no
2226	Aragonite	0.46225	0.76717	4	429.20	227.50	0.89773	1.3693	90	0.24	1.18	42.40	86.93	118.31	True	no
2227	Aragonite	0.46225	0.76717	1	468.30	227.20	1.0136	1.7457	8.4746	0.88	1.23	40.94	80.85	120.39	True	no
2228	Aragonite	1.9877	1.5908	6	527.51	229.91	2.5603	2.5902	149	0.67	1.70	159.48	140.98	135.49	True	no
2229	Aragonite	2.0801	1.6274	4	630.82	229.91	1.7826	1.1997	112.34	1.09	2.00	99.64	33.97	74.63	True	no
2230	Aragonite	6.0093	2.7661	6	228.45	235.35	4.1146	2.2127	112.5	0.94	2.37	98.26	109.53	101.86	True	no
2231	Aragonite	7.1186	3.0106	8	252.38	236.94	4.7767	2.5174	139.84	1.06	2.14	113.47	111.35	106.93	True	no
2232	Aragonite	1.2943	1.2837	3	439.21	230.61	1.5526	1.4628	56.445	0.79	1.41	83.22	62.97	113.39	True	no
2233	Aragonite	0.50848	0.80462	2	443.27	228.82	0.86749	1.1624	39.69	0.62	1.34	142.57	62.96	85.70	True	no
2234	Aragonite	4.5763	2.4139	7	500.54	231.59	3.633	2.2652	172.3	0.85	2.63	20.57	97.23	117.23	True	no
2235	Aragonite	3.7905	2.1969	8	522.65	233.41	3.3692	2.3521	121.24	0.74	1.66	111.17	70.75	104.98	True	no
2236	Aragonite	1.3405	1.3064	5	532.97	229.17	1.6539	1.6026	167.07	0.89	1.74	51.05	138.93	42.31	True	no
2237	Aragonite	3.6056	2.1426	2	664.46	230.90	1.6994	1.2582	54.12	0.63	2.23	163.40	24.97	10.55	True	edge
2238	Aragonite	3.7442	2.1834	3	207.47	233.04	2.7573	1.5948	29.066	0.74	2.06	41.93	112.14	88.66	True	no
2239	Aragonite	3.0046	1.9559	4	240.98	232.85	2.5284	1.671	107.54	0.78	1.81	98.55	111.82	102.42	True	no
2240	Aragonite	0.83205	1.0293	3	279.83	230.44	1.1724	1.2974	122.43	0.45	1.27	3.46	79.13	82.31	True	no
2241	Aragonite	0.5547	0.8404	5	283.42	229.33	0.92172	1.2029	136.53	0.84	1.30	129.60	104.02	85.75	True	no
2242	Aragonite	1.4792	1.3724	4	397.59	230.63	1.5356	1.252	178.32	0.47	1.07	24.34	71.33	103.19	True	no
2243	Aragonite	1.9877	1.5908	4	424.19	232.00	2.119	1.7741	111.67	0.56	1.32	146.20	67.12	76.56	True	no
2244	Aragonite	0.5547	0.8404	2	617.00	229.50	0.98341	1.3693	90	0.23	1.05	176.56	37.91	63.21	True	no
2245	Aragonite	2.9122	1.9256	5	623.83	232.94	2.1819	1.2839	23.971	0.78	1.55	22.25	51.17	136.50	True	no
2246	Aragonite	4.3451	2.3521	7	266.71	234.39	2.7296	1.3467	163.05	0.95	2.31	86.46	103.51	100.91	True	no
2247	Aragonite	0.7396	0.97041	5	446.88	230.44	1.1589	1.4261	30.633	0.56	0.90	75.83	74.44	113.31	True	no
2248	Aragonite	0.78583	1.0003	5	490.29	231.82	1.5967	2.5481	101	0.68	1.75	13.57	92.59	115.09	True	no
2249	Aragonite	0.87827	1.0575	1	63.42	232.32	1.3986	1.7493	100.57	1.02	1.51	132.06	46.00	113.23	True	no
2250	Aragonite	0.7396	0.97041	3	221.94	233.38	1.5416	2.5235	98.675	0.63	1.11	29.35	108.83	76.45	True	no
2251	Aragonite	2.0339	1.6092	5	289.93	232.59	1.9876	1.5255	9.8989	0.85	2.09	129.63	103.97	88.42	True	no
2252	Aragonite	0.50848	0.80462	0	349.27	231.91	0.82216	1.0441	108.43	0.77	1.41	138.50	97.35	85.23	True	no
2253	Aragonite	0.69337	0.93959	3	363.13	232.20	1.0943	1.3565	138.39	0.54	0.91	151.02	98.80	79.79	True	no
2254	Aragonite	1.2481	1.2606	4	378.48	232.78	2.0659	2.6858	146.47	0.79	1.29	101.39	90.73	80.58	True	no
2255	Aragonite	1.1094	1.1885	5	389.04	233.13	1.4937	1.5795	111.61	0.86	1.41	26.27	73.02	98.24	True	no
2256	Aragonite	0.9245	1.0849	2	418.85	232.20	1.2224	1.2695	177.76	0.39	0.87	89.80	73.40	109.29	True	no
2257	Aragonite	2.3112	1.7155	6	428.90	234.98	2.8456	2.7517	55.386	0.93	1.77	131.79	57.46	83.85	True	no
2258	Aragonite	0.87827	1.0575	3	487.21	232.74	1.3014	1.5146	76.082	0.60	1.36	20.55	95.83	119.38	True	no
2259	Aragonite	0.64715	0.90773	3	509.50	232.50	1.2823	1.9956	66.632	0.44	1.40	135.88	62.83	85.16	True	no
2260	Aragonite	1.3405	1.3064	4	517.24	234.07	1.8959	2.1059	117.62	0.63	1.25	70.00	57.34	117.27	True	no
2261	Aragonite	1.0632	1.1635	3	558.22	232.70	1.3245	1.296	154.5	0.53	0.99	69.21	85.17	118.90	True	no
2262	Aragonite	0.60093	0.87471	2	234.15	232.23	1.0132	1.3416	168.69	0.57	1.19	41.98	111.34	79.64	True	no
2263	Aragonite	5.7319	2.7015	10	283.06	236.72	4.9279	3.3275	177.23	1.66	2.90	13.89	83.30	79.84	True	no
2264	Aragonite	1.9414	1.5722	5	297.31	234.12	1.9278	1.5035	0.99548	1.57	2.71	76.33	99.62	77.42	True	no
2265	Aragonite	2.4962	1.7827	3	329.30	234.81	2.0296	1.2961	69.619	0.72	2.23	76.92	86.04	103.91	True	no
2266	Aragonite	0.78583	1.0003	2	356.82	232.88	1.1701	1.3684	59.93	0.73	1.29	22.85	84.17	81.90	True	no
2267	Aragonite	0.78583	1.0003	2	406.12	232.41	1.1327	1.2823	15.172	0.57	1.33	19.40	103.96	101.52	True	no
2268	Aragonite	1.2481	1.2606	6	451.11	235.22	2.1086	2.7979	107.78	0.53	1.49	175.89	68.18	60.89	True	no
2269	Aragonite	19.646	5.0014	15	504.29	249.79	7.6266	2.3253	41.484	2.13	4.72	87.64	57.32	92.86	True	no
2270	Aragonite	3.282	2.0442	6	308.83	236.46	2.2429	1.2039	78.109	0.85	1.75	73.98	80.70	110.22	True	no
2271	Aragonite	0.60093	0.87471	5	360.77	234.08	1.2045	1.8962	140.19	0.30	0.80	58.08	74.81	89.47	True	no
2272	Aragonite	0.7396	0.97041	2	368.13	234.13	1.2968	1.7859	144.4	0.77	1.67	78.99	101.86	89.21	True	no
2273	Aragonite	0.5547	0.8404	4	373.92	234.08	1.1114	1.749	86.27	0.44	1.20	143.24	84.92	76.20	True	no
2274	Aragonite	0.46225	0.76717	2	475.70	233.80	0.95704	1.5562	50.884	0.39	0.90	175.25	78.42	69.40	True	no
2275	Aragonite	0.64715	0.90773	1	548.21	234.07	1.0312	1.2906	147.18	0.22	1.55	121.51	53.02	34.86	True	no
2276	Aragonite	8.3205	3.2548	5	657.01	236.37	3.6894	2.5697	10.176	1.35	2.74	175.14	89.40	4.41	True	edge
2277	Aragonite	1.9414	1.5722	4	314.74	238.19	2.0846	1.758	84.859	0.53	1.35	83.19	76.40	104.83	True	no
2278	Aragonite	0.87827	1.0575	3	334.84	235.32	1.2087	1.3064	173.33	0.38	1.09	162.61	109.39	49.34	True	no
2279	Aragonite	2.2188	1.6808	4	393.13	237.21	2.0397	1.4726	54.553	1.08	2.05	72.63	73.91	83.81	True	no
2280	Aragonite	0.83205	1.0293	3	398.89	234.83	1.3084	1.6158	45.722	0.82	2.18	71.14	76.62	80.44	True	no
2281	Aragonite	2.5424	1.7992	8	412.71	238.67	2.8048	2.4303	61.186	1.71	2.67	91.33	76.44	100.01	True	no
2282	Aragonite	3.282	2.0442	8	443.32	236.94	2.75	1.8098	156.83	0.80	2.35	157.58	58.88	73.37	True	no
2283	Aragonite	0.78583	1.0003	3	447.41	235.06	1.1473	1.3157	83.791	0.59	1.22	83.14	64.06	112.34	True	no
2284	Aragonite	1.1094	1.1885	3	529.63	235.25	1.2687	1.1396	56.486	0.45	0.98	149.59	53.94	67.78	True	no
2285	Aragonite	2.0801	1.6274	5	533.98	237.64	1.9261	1.4008	66.561	0.57	1.33	167.04	66.08	87.29	True	no
2286	Aragonite	1.1556	1.213	4	557.04	236.32	1.3826	1.2992	7.9162	0.76	1.28	131.07	62.06	99.10	True	no
2287	Aragonite	1.1094	1.1885	5	633.79	235.13	1.4069	1.4013	26.003	0.58	1.35	162.99	76.23	35.02	True	no
2288	Aragonite	1.2943	1.2837	3	212.29	237.32	1.7354	1.8274	65.441	0.42	0.81	93.58	100.04	102.65	True	no
2289	Aragonite	6.379	2.8499	8	220.34	242.81	3.1569	1.227	96.865	0.87	1.84	42.61	110.42	82.50	True	no
2290	Aragonite	3.282	2.0442	8	367.23	238.90	2.2396	1.2003	176.59	1.06	2.21	14.43	96.17	79.39	True	no
2291	Aragonite	1.3867	1.3288	7	379.77	236.37	1.806	1.8472	168.7	0.90	1.64	38.28	82.78	84.75	True	no
2292	Aragonite	0.78583	1.0003	5	407.35	236.41	1.3348	1.7808	75.169	0.91	0.97	93.00	78.40	108.80	True	no
2293	Aragonite	0.64715	0.90773	3	410.36	235.86	1.3026	2.0592	60.642	0.44	1.05	40.44	92.69	107.00	True	no
2294	Aragonite	2.0801	1.6274	6	488.07	238.73	1.6675	1.0498	96.34	0.73	1.32	78.13	68.62	110.81	True	no
2295	Aragonite	4.53	2.4016	5	545.67	240.16	3.813	2.5207	152.79	0.75	2.09	51.98	98.89	111.25	True	no
2296	Aragonite	1.5717	1.4146	4	300.71	237.71	1.7119	1.4646	11.27	0.92	2.10	141.43	105.53	94.22	True	no
2297	Aragonite	1.1556	1.213	3	355.40	238.52	1.7269	2.0268	94.585	0.56	1.12	85.51	94.39	81.56	True	no
2298	Aragonite	1.3867	1.3288	3	358.80	239.67	1.9912	2.2454	86.69	0.92	2.16	68.05	78.94	87.68	True	no
2299	Aragonite	1.2019	1.237	4	386.04	238.00	1.3471	1.1859	166.1	0.64	1.30	47.31	86.95	82.03	True	no
2300	Aragonite	0.97072	1.1117	3	434.57	237.90	1.3947	1.5739	70.422	1.00	1.41	132.08	59.25	83.25	True	no
2301	Aragonite	0.46225	0.76717	3	454.60	236.00	0.82284	1.1504	64.33	0.48	0.58	88.02	152.90	12.77	True	no
2302	Aragonite	0.9245	1.0849	4	476.40	237.05	1.3486	1.5451	39.259	0.34	0.69	46.83	60.56	54.29	True	no
2303	Aragonite	0.78583	1.0003	2	479.94	237.65	1.3066	1.7062	70.709	0.42	0.95	47.30	90.33	121.05	True	no
2304	Aragonite	0.97072	1.1117	2	498.43	237.29	1.3885	1.5598	90.741	0.60	1.44	135.96	61.47	85.45	True	no
2305	Aragonite	1.1094	1.1885	5	618.58	237.71	1.3534	1.2968	103.88	1.04	2.25	66.13	60.52	82.60	True	no
2306	Aragonite	0.64715	0.90773	1	233.79	238.29	1.2919	2.0256	131.99	0.77	1.43	109.84	108.31	105.27	True	no
2307	Aragonite	0.78583	1.0003	3	340.65	238.24	1.3235	1.7507	145.99	1.01	1.49	37.80	49.53	96.66	True	no
