Nr.	Phase	Area	d	l	Xcg	Ycg	Major	Aspect_ratio	Slope	GOS	MOS	Mean_E1	Mean_E2	Mean_E3	In_current_dataset	Border_grain
1677	Aragonit	0.4032	0.7165	3	593.46	314.18	0.76874	1.1511	106.76	0.58	1.37	118.71	149.38	72.33	True	no
1678	Aragonit	1.5408	1.4006	5	717.50	317.45	1.5756	1.2654	99.66	0.61	2.54	118.20	122.59	48.04	True	no
1679	Aragonit	0.144	0.42819	2	921.00	312.50	0.54718	1.633	116.57	0.00	0.00	84.46	142.10	19.11	True	no
1680	Aragonit	0.1584	0.44909	3	352.91	313.73	0.63919	2.0258	65.663	0.49	0.81	8.59	172.12	112.15	True	no
1681	Aragonit	11.621	3.8466	8	488.36	334.60	5.2874	1.8895	112.45	1.14	3.02	134.88	153.12	131.27	True	no
1682	Aragonit	0.9936	1.1248	2	737.91	319.57	2.2007	3.8281	121.3	0.63	1.35	76.12	151.40	74.18	True	no
1683	Aragonit	1.9296	1.5674	2	962.84	316.94	2.2813	2.1183	7.9452	0.95	2.47	78.52	136.63	79.90	True	no
1684	Aragonit	0.1584	0.44909	2	287.82	315.91	0.9229	4.2232	107.34	0.35	0.62	43.23	165.11	61.54	True	no
1685	Aragonit	0.5328	0.82364	5	349.24	317.84	1.1397	1.9147	76.401	0.45	1.03	9.37	171.78	165.31	True	no
1686	Aragonit	0.2592	0.57448	3	364.06	315.67	0.90703	2.4929	90.335	0.56	1.42	101.24	162.59	112.72	True	no
1687	Aragonit	0.936	1.0917	3	402.72	319.94	1.742	2.5464	103.51	0.64	1.95	161.79	156.25	47.39	True	no
1688	Aragonit	0.3024	0.62051	3	634.71	315.43	0.80879	1.699	64.631	0.79	1.89	100.75	147.47	102.76	True	no
1689	Aragonit	0.5616	0.84561	2	639.49	316.90	1.0771	1.6224	116.2	0.57	1.61	103.17	148.21	51.03	True	no
1690	Aragonit	0.5472	0.8347	2	687.97	316.53	0.95569	1.3109	135.59	0.78	2.03	113.05	134.12	122.00	True	no
1691	Aragonit	6.2064	2.8111	8	712.02	330.18	3.6806	1.7143	107.96	0.96	2.93	119.53	131.86	41.86	True	no
1692	Aragonit	0.648	0.90833	2	926.51	318.71	1.0027	1.2187	139.23	0.83	1.68	107.16	140.21	128.55	True	no
1693	Aragonit	0.3024	0.62051	3	473.52	318.33	0.64722	1.088	103.08	0.69	1.42	127.76	150.32	73.73	True	no
1694	Aragonit	1.08	1.1726	5	532.05	321.44	1.2773	1.1865	81.946	0.84	1.79	137.21	155.21	134.62	True	no
1695	Aragonit	2.592	1.8167	6	548.94	329.44	3.4438	3.5937	139.16	0.74	2.74	140.86	154.64	149.10	True	no
1696	Aragonit	0.6048	0.87753	5	597.00	321.07	1.1168	1.6196	110.81	0.53	1.86	118.63	149.96	8.12	True	no
1697	Aragonit	2.2752	1.702	5	614.51	326.75	2.2037	1.6764	70.378	1.14	3.38	121.92	149.58	138.73	True	no
1698	Aragonit	0.4032	0.7165	4	632.36	320.36	0.9432	1.7329	123.64	0.65	1.69	102.83	146.21	51.02	True	no
1699	Aragonit	0.3168	0.63511	3	724.82	320.05	0.85303	1.804	81.213	0.67	1.07	117.79	122.45	164.12	True	no
1700	Aragonit	0.8784	1.0576	1	936.61	321.00	1.2639	1.4282	150.45	0.61	2.28	80.00	135.47	81.29	True	no
1701	Aragonit	9.1152	3.4067	5	987.50	336.64	4.4371	1.6964	91.375	0.84	2.78	79.14	135.41	82.65	True	no
1702	Aragonit	7.2576	3.0398	9	419.16	341.72	3.6131	1.4127	95.093	1.09	2.93	112.15	159.20	108.07	True	no
1703	Aragonit	0.6912	0.93812	2	454.33	323.60	1.1969	1.6279	90.611	0.81	1.74	121.78	151.51	70.14	True	no
1704	Aragonit	17.107	4.6671	15	357.01	377.92	11.489	6.06	98.738	1.07	3.86	10.03	169.98	92.59	True	no
1705	Aragonit	5.328	2.6046	6	362.41	349.14	6.342	5.9289	90.317	1.38	3.41	6.88	169.22	153.76	True	no
1706	Aragonit	2.4048	1.7498	7	403.63	328.09	2.411	1.8985	152.91	0.63	1.72	123.80	155.69	139.04	True	no
1707	Aragonit	0.864	1.0488	4	825.45	322.77	1.3458	1.6463	176	1.06	2.56	100.36	124.60	72.48	True	no
1708	Aragonit	0.7344	0.96699	3	863.55	323.39	1.0714	1.2275	121.58	0.77	1.70	76.91	145.19	139.75	True	no
1709	Aragonit	0.2448	0.55829	3	307.00	321.82	0.7331	1.7243	11.776	0.39	0.65	16.11	153.01	111.50	True	no
1710	Aragonit	0.1872	0.48821	2	389.46	323.00	0.80152	2.6953	90	1.04	1.89	160.41	156.27	46.84	True	no
1711	Aragonit	2.2464	1.6912	6	449.77	330.85	2.4504	2.0994	109.04	0.64	1.41	120.39	160.53	63.49	True	no
1712	Aragonit	0.5328	0.82364	2	507.38	323.78	1.1223	1.8565	98.796	0.73	1.63	130.69	156.00	64.28	True	no
1713	Aragonit	0.3456	0.66335	3	882.25	322.54	0.74079	1.2471	114.52	0.50	1.09	105.20	137.47	75.45	True	no
1714	Aragonit	0.3456	0.66335	2	437.96	323.38	0.86423	1.6974	115.95	0.46	0.81	109.59	160.13	51.51	True	no
1715	Aragonit	0.2448	0.55829	2	593.41	322.88	0.63219	1.2823	105.17	0.55	1.07	118.67	149.17	83.46	True	no
1716	Aragonit	0.1872	0.48821	1	810.62	322.15	0.56024	1.3169	157.1	0.62	1.61	101.16	123.94	16.62	True	no
1717	Aragonit	4.4352	2.3764	8	322.10	335.64	3.9343	2.741	87.194	0.56	1.82	57.39	173.35	147.27	True	no
1718	Aragonit	0.2448	0.55829	2	537.24	325.29	0.59805	1.1475	47.118	0.84	2.29	154.71	161.28	56.90	True	no
1719	Aragonit	0.4896	0.78954	5	631.15	326.00	0.86686	1.2055	41.622	0.50	0.81	125.82	151.38	12.85	True	no
1720	Aragonit	0.5472	0.8347	4	296.16	327.50	0.9095	1.1873	96.628	0.49	1.24	1.63	153.20	98.53	True	no
1721	Aragonit	0.6336	0.89818	4	306.70	329.02	1.3162	2.1475	93.003	0.81	2.91	15.67	151.12	171.00	True	no
1722	Aragonit	3.3408	2.0624	11	564.09	341.67	4.5101	4.782	113.5	0.91	3.29	145.89	155.32	26.96	True	no
1723	Aragonit	0.4176	0.72918	2	665.07	328.86	1.2869	3.1147	117.46	1.09	1.80	107.91	147.69	173.17	True	no
1724	Aragonit	0.4464	0.75391	3	525.97	329.03	1.2198	2.6178	117.78	0.83	1.24	138.98	154.44	20.15	True	no
1725	Aragonit	0.4032	0.7165	4	529.43	328.93	1.0593	2.1858	110.19	0.53	1.24	137.45	154.16	71.40	True	no
1726	Aragonit	0.3456	0.66335	1	677.50	327.79	0.89013	1.8006	97.768	0.58	1.52	108.18	146.37	45.32	True	no
1727	Aragonit	0.3024	0.62051	4	830.90	327.24	0.6387	1.0595	82.662	0.70	1.42	103.26	123.03	137.79	True	no
1728	Aragonit	0.1728	0.46906	2	835.08	326.33	0.52218	1.2393	55.278	0.40	0.48	77.07	37.57	21.94	True	no
1729	Aragonit	3.3552	2.0669	6	891.60	335.12	3.3998	2.7057	150.26	0.75	2.14	75.07	146.06	23.15	True	no
1730	Aragonit	0.4032	0.7165	3	332.75	330.29	1.1515	2.5827	103.78	0.36	0.72	14.45	171.71	95.99	True	no
1731	Aragonit	1.512	1.3875	6	394.46	334.00	1.9415	1.958	101.94	0.48	1.37	115.25	161.74	174.30	True	no
1732	Aragonit	0.288	0.60555	1	846.65	327.60	1.0073	2.7668	10.934	0.60	1.37	100.31	124.10	136.05	True	no
1733	Aragonit	0.3312	0.64938	3	311.04	331.61	1.1508	3.1406	117.09	0.48	0.67	13.67	152.96	109.34	True	no
1734	Aragonit	4.248	2.3257	6	517.18	335.07	3.1363	1.8186	158.83	1.10	3.34	135.95	154.34	132.95	True	no
1735	Aragonit	1.008	1.1329	6	539.04	330.97	1.5188	1.7974	156.15	1.38	2.71	153.54	161.60	56.04	True	no
1736	Aragonit	0.1728	0.46906	2	728.50	329.00	0.58589	1.5602	126.65	0.63	1.12	120.89	131.99	160.14	True	no
1737	Aragonit	0.4608	0.76597	3	751.94	331.47	1.2369	2.6075	90.858	0.50	1.85	77.65	152.20	138.45	True	no
1738	Aragonit	0.4032	0.7165	3	826.89	330.18	0.90132	1.5824	109.16	0.61	1.15	103.55	121.41	23.16	True	no
1739	Aragonit	2.016	1.6021	3	944.08	334.23	1.9254	1.4443	146.03	0.86	2.51	106.64	139.69	128.30	True	no
1740	Aragonit	2.8944	1.9197	4	971.29	335.76	2.2923	1.4259	125.17	0.98	3.03	78.83	135.22	145.53	True	no
1741	Aragonit	0.144	0.42819	3	627.50	329.50	0.67015	2.4495	135	0.30	0.30	126.21	149.66	14.35	True	no
1742	Aragonit	0.936	1.0917	5	634.52	332.55	1.396	1.6352	148.35	0.90	1.90	102.15	145.22	103.91	True	no
1743	Aragonit	4.176	2.3059	8	725.33	342.06	3.1147	1.8245	80.822	0.82	2.58	119.60	131.80	94.39	True	no
1744	Aragonit	0.9072	1.0747	5	757.83	334.32	1.5926	2.1958	75.273	0.60	1.35	114.17	132.67	38.40	True	no
1745	Aragonit	1.1664	1.2186	6	766.25	336.38	1.8308	2.2569	134.36	0.80	1.67	79.29	152.60	22.52	True	no
1746	Aragonit	0.576	0.85638	2	767.28	332.00	1.1928	1.9401	127.7	0.60	1.23	78.76	152.80	138.63	True	no
1747	Aragonit	0.216	0.52442	2	811.00	329.13	0.78608	2.2468	162.36	0.77	1.30	101.31	122.04	74.69	True	no
1748	Aragonit	1.4688	1.3675	5	861.80	334.40	1.9735	2.0827	102.08	0.59	1.97	76.10	152.56	138.08	True	no
1749	Aragonit	26.424	5.8004	21	901.21	373.21	9.8752	2.8986	134.29	0.97	3.22	75.98	153.15	22.01	True	no
1750	Aragonit	1.0368	1.149	3	502.54	335.44	1.6789	2.1351	102.64	0.72	1.81	137.07	152.48	70.22	True	no
1751	Aragonit	0.1872	0.48821	3	696.77	331.62	0.84983	3.0301	81.973	0.60	1.12	105.86	148.63	48.40	True	no
1752	Aragonit	0.5472	0.8347	3	702.05	332.82	0.95656	1.3133	116.49	0.68	1.67	118.96	130.99	93.77	True	no
1753	Aragonit	5.184	2.5691	4	284.77	353.27	5.3371	4.3155	105.54	0.78	2.84	47.86	163.75	13.26	True	no
1754	Aragonit	13.536	4.1515	10	333.25	364.51	7.2205	3.025	91.743	0.65	3.38	15.47	171.32	160.99	True	no
1755	Aragonit	0.2736	0.59022	2	338.53	333.21	0.96901	2.6955	95.177	0.61	1.24	35.63	173.82	114.30	True	no
1756	Aragonit	0.5904	0.86702	2	436.76	335.90	1.1832	1.8625	94.604	0.67	1.25	115.51	159.97	111.76	True	no
1757	Aragonit	1.5552	1.4072	4	298.71	341.10	2.2853	2.6375	117.1	0.81	1.74	41.25	165.70	59.06	True	no
1758	Aragonit	0.9936	1.1248	5	533.23	336.09	1.4848	1.7426	58.433	0.63	1.84	149.07	160.21	114.87	True	no
1759	Aragonit	0.1584	0.44909	3	389.27	334.45	0.64195	2.0433	72.588	0.54	1.24	101.76	162.91	123.63	True	no
1760	Aragonit	2.1456	1.6528	6	462.86	340.13	2.2038	1.7778	135.16	0.69	2.77	104.17	160.07	152.78	True	no
1761	Aragonit	1.3248	1.2988	4	584.22	339.90	2.5029	3.7137	129.75	0.52	1.06	121.91	148.32	11.20	True	no
1762	Aragonit	1.7568	1.4956	6	398.80	343.70	2.1701	2.1054	75.288	0.55	2.00	114.03	161.80	56.84	True	no
1763	Aragonit	0.7776	0.99502	5	406.69	338.13	1.2773	1.6479	102.39	0.53	1.04	122.50	155.89	74.17	True	no
1764	Aragonit	0.5904	0.86702	3	735.07	338.93	1.3441	2.4032	107.78	0.61	1.38	78.33	151.19	76.00	True	no
1765	Aragonit	3.7152	2.1749	4	854.07	341.83	3.519	2.6179	156.29	0.96	3.24	103.46	124.42	23.42	True	no
1766	Aragonit	8.5104	3.2918	10	920.64	348.58	5.2869	2.5796	144.2	0.94	2.75	106.69	138.34	76.10	True	no
1767	Aragonit	1.224	1.2484	2	359.58	340.64	1.6346	1.7146	82.084	0.48	1.26	5.84	168.32	36.08	True	no
1768	Aragonit	5.6592	2.6843	13	382.96	353.30	4.3316	2.6039	87.209	1.68	5.98	101.65	161.48	60.02	True	no
1769	Aragonit	0.5616	0.84561	4	475.59	339.44	1.5325	3.2844	82.754	1.23	1.92	129.28	152.35	136.59	True	no
1770	Aragonit	1.152	1.2111	4	634.69	340.31	1.7621	2.117	128.18	0.91	2.86	125.73	148.71	140.83	True	no
1771	Aragonit	0.8784	1.0576	6	313.03	341.75	1.5603	2.1768	110.32	0.61	1.11	14.15	152.61	110.00	True	no
1772	Aragonit	3.672	2.1623	3	345.76	357.82	5.5125	6.4997	96.231	1.16	2.62	19.03	169.77	37.00	True	no
1773	Aragonit	4.7664	2.4635	11	555.70	351.03	4.6466	3.5577	125.84	0.72	4.19	151.83	160.28	106.36	True	no
1774	Aragonit	1.584	1.4201	5	579.35	343.22	2.2738	2.5636	124.34	0.60	1.61	119.90	148.00	20.36	True	no
1775	Aragonit	1.6128	1.433	5	702.04	343.12	2.2793	2.53	117.09	0.61	1.69	108.94	149.64	57.61	True	no
1776	Aragonit	0.144	0.42819	2	858.10	336.20	0.49249	1.3229	116.57	0.05	0.13	102.57	124.99	139.01	True	no
1777	Aragonit	0.4752	0.77785	2	963.09	338.58	0.91792	1.3926	114.2	0.52	1.30	79.30	134.63	29.50	True	no
1778	Aragonit	0.144	0.42819	3	569.70	337.70	0.48255	1.27	45	0.21	0.45	117.14	147.39	71.13	True	no
1779	Aragonit	0.792	1.0042	3	612.78	340.24	1.254	1.5594	120.26	0.61	2.57	122.82	149.86	12.13	True	no
1780	Aragonit	3.888	2.2249	7	692.62	345.93	3.1057	1.9485	132.9	1.10	2.44	107.05	147.10	107.60	True	no
1781	Aragonit	0.4752	0.77785	5	760.94	340.58	0.97131	1.5593	81.968	0.45	1.05	77.50	152.18	138.26	True	no
1782	Aragonit	0.8928	1.0662	4	777.23	340.69	1.5606	2.1425	127.46	0.65	1.61	77.70	153.68	138.22	True	no
1783	Aragonit	0.3168	0.63511	2	887.09	339.55	0.95393	2.256	129.17	0.57	1.16	75.45	146.14	140.16	True	no
1784	Aragonit	0.1584	0.44909	2	316.55	339.45	0.91351	4.1377	116.8	0.40	0.80	51.32	174.90	24.50	True	no
1785	Aragonit	0.2736	0.59022	3	375.32	339.16	0.70384	1.4221	87.35	0.52	0.90	99.22	157.31	172.65	True	no
1786	Aragonit	0.2736	0.59022	3	434.95	340.63	1.0439	3.1284	123.71	0.72	1.36	118.46	157.73	51.33	True	no
1787	Aragonit	0.6192	0.88791	5	471.28	342.58	1.5504	3.0491	91.227	0.50	1.23	104.93	160.83	37.43	True	no
1788	Aragonit	15.725	4.4745	11	534.25	354.67	6.6083	2.1811	157.01	1.25	3.88	148.35	159.93	166.69	True	no
1789	Aragonit	7.8912	3.1698	10	751.62	357.01	5.6246	3.1486	100.56	0.63	2.50	119.98	130.85	53.20	True	no
1790	Aragonit	0.1584	0.44909	3	781.64	338.36	0.55047	1.5025	30.286	0.47	1.09	63.05	37.41	31.15	True	no
1791	Aragonit	0.1728	0.46906	3	382.17	340.17	0.73548	2.4586	117.05	0.64	1.18	102.48	163.02	123.70	True	no
1792	Aragonit	0.504	0.80107	4	404.83	344.91	1.4365	3.2159	102.1	0.56	1.67	109.53	159.33	168.10	True	no
1793	Aragonit	1.1376	1.2035	4	646.00	343.23	1.797	2.2293	146.54	0.79	1.66	101.40	145.83	103.61	True	no
1794	Aragonit	0.1728	0.46906	3	924.42	339.75	0.52136	1.2354	51.813	0.76	1.12	106.65	138.99	11.51	True	no
1795	Aragonit	6.0048	2.7651	8	964.24	349.76	3.8356	1.9242	144.04	0.74	2.48	104.06	139.95	86.43	True	no
1796	Aragonit	0.288	0.60555	3	569.00	341.90	0.86875	2.0582	121.32	0.58	0.99	147.64	155.97	144.24	True	no
1797	Aragonit	0.936	1.0917	5	573.62	346.14	1.7834	2.6687	101.28	0.50	1.76	120.00	147.53	84.49	True	no
1798	Aragonit	0.936	1.0917	3	664.49	343.37	1.242	1.2943	68.963	0.70	1.88	109.27	149.43	172.91	True	no
1799	Aragonit	0.1584	0.44909	2	681.36	340.45	0.63075	1.9727	41.203	0.87	1.43	107.80	146.93	49.30	True	no
1800	Aragonit	9.0288	3.3905	5	852.95	353.72	6.1132	3.2509	161.4	1.06	3.03	104.72	122.47	140.79	True	no
1801	Aragonit	0.2304	0.54162	3	926.88	341.44	0.80087	2.1864	2.0322	0.72	1.45	105.93	138.16	68.56	True	no
1802	Aragonit	1.5984	1.4266	6	456.60	348.46	2.2859	2.5675	111.69	0.63	1.43	120.37	161.04	116.52	True	no
1803	Aragonit	1.0656	1.1648	5	785.88	345.00	1.4885	1.6331	125.47	1.19	2.77	76.53	151.77	9.25	True	no
1804	Aragonit	0.8928	1.0662	6	392.82	349.98	2.279	4.5691	102.6	1.22	3.14	112.64	161.02	119.39	True	no
1805	Aragonit	3.3696	2.0713	11	610.45	353.87	3.2178	2.4133	96.746	1.06	2.12	126.18	138.99	116.24	True	no
1806	Aragonit	0.3168	0.63511	4	764.64	344.14	0.76206	1.4397	97.751	0.28	0.56	114.41	132.54	39.07	True	no
1807	Aragonit	0.5904	0.86702	5	311.17	348.15	1.6059	3.4307	83.849	0.71	2.43	15.45	151.01	171.06	True	no
1808	Aragonit	0.144	0.42819	3	558.00	343.80	0.48158	1.2649	90	0.38	0.96	143.29	154.54	152.10	True	no
1809	Aragonit	13.781	4.1888	13	785.17	375.74	9.3554	4.9881	117.19	0.81	2.35	78.20	152.64	138.61	True	no
1810	Aragonit	2.4912	1.781	4	900.05	350.57	2.8468	2.555	131.39	0.55	1.73	75.00	146.04	138.78	True	no
1811	Aragonit	0.1872	0.48821	2	383.77	344.23	0.57883	1.4057	135	0.30	0.70	103.07	162.34	178.18	True	no
1812	Aragonit	2.2608	1.6966	8	669.52	352.57	1.8794	1.2271	66.953	0.92	2.32	109.55	149.21	109.43	True	no
1813	Aragonit	1.2096	1.241	5	795.90	350.67	2.2012	3.1461	131.64	0.62	1.19	75.04	151.93	123.43	True	no
1814	Aragonit	0.3312	0.64938	4	408.61	348.17	1.0397	2.5635	87.356	1.08	2.19	108.21	160.10	114.35	True	no
1815	Aragonit	0.2016	0.50664	3	560.50	346.14	0.5939	1.3741	90	0.20	0.53	144.61	153.43	36.80	True	no
1816	Aragonit	0.144	0.42819	2	733.50	346.00	0.72013	2.8284	90	0.46	0.80	120.51	131.34	158.97	True	no
1817	Aragonit	0.7488	0.97642	1	1003.81	349.58	1.4198	2.1144	89.229	0.52	1.01	79.59	135.32	19.48	True	no
1818	Aragonit	0.3024	0.62051	5	308.19	349.10	1.058	2.9073	92.732	0.25	0.42	16.50	152.24	111.89	True	no
1819	Aragonit	7.8624	3.164	8	434.01	360.41	3.4908	1.2173	123.82	0.91	2.22	120.03	158.53	179.49	True	no
1820	Aragonit	0.4176	0.72918	2	445.62	348.59	1.0708	2.1566	110.63	0.66	1.72	120.11	159.99	125.49	True	no
1821	Aragonit	0.7632	0.98577	4	638.53	349.45	1.2676	1.6536	144.55	0.82	1.89	127.34	147.30	10.07	True	no
1822	Aragonit	10.699	3.6909	12	726.03	369.02	6.1725	2.7968	128.51	0.89	2.65	113.45	149.43	125.45	True	no
1823	Aragonit	5.4144	2.6256	9	764.15	366.21	5.5178	4.4164	99.281	0.92	3.27	119.13	136.40	53.83	True	no
1824	Aragonit	2.2464	1.6912	5	450.15	357.79	2.6947	2.5388	133.6	0.56	1.55	121.35	158.90	64.32	True	no
1825	Aragonit	4.7088	2.4486	10	483.84	361.58	4.8946	3.9959	116.12	1.65	5.31	121.52	162.71	2.57	True	no
1826	Aragonit	1.728	1.4833	3	998.92	355.66	2.2758	2.3541	98.863	0.92	1.97	105.95	139.99	23.88	True	no
1827	Aragonit	0.576	0.85638	6	464.45	352.60	1.2199	2.0291	133.47	0.61	1.31	104.13	160.70	163.74	True	no
1828	Aragonit	0.3168	0.63511	2	465.45	348.91	0.84413	1.7665	161.11	0.67	1.51	99.77	161.21	97.86	True	no
1829	Aragonit	0.144	0.42819	3	598.50	348.00	0.54718	1.633	26.565	0.94	1.25	112.62	154.13	168.84	True	no
1830	Aragonit	0.1584	0.44909	4	644.73	348.09	0.45888	1.0441	108.43	0.38	0.56	112.57	144.06	56.21	True	no
1831	Aragonit	0.3744	0.69044	1	780.54	350.62	1.0304	2.2272	132.14	0.48	1.31	85.34	154.32	92.32	True	no
1832	Aragonit	2.8512	1.9053	8	589.14	357.58	2.3647	1.5403	76.652	0.69	1.95	154.53	156.87	108.45	True	no
1833	Aragonit	0.4032	0.7165	4	602.18	351.07	0.89406	1.557	121.67	0.76	1.35	111.51	154.72	103.67	True	no
1834	Aragonit	0.2592	0.57448	4	648.94	349.67	0.66422	1.3368	166.93	0.46	1.07	103.11	143.63	51.63	True	no
1835	Aragonit	0.6768	0.92829	4	733.32	352.60	1.3054	1.9774	146.44	0.70	1.45	121.58	130.90	159.89	True	no
1836	Aragonit	0.3168	0.63511	1	279.95	352.50	0.87037	1.8781	108.9	0.77	1.02	45.46	163.63	137.64	True	no
1837	Aragonit	3.7296	2.1791	7	400.04	366.05	3.7178	2.9108	79.681	1.17	3.27	116.36	160.91	111.03	True	no
1838	Aragonit	1.296	1.2846	5	579.19	355.34	1.5097	1.3813	96.565	0.64	1.53	153.93	156.59	44.78	True	no
1839	Aragonit	1.2672	1.2702	4	637.81	356.09	1.7439	1.8848	99.56	1.34	2.73	128.06	146.58	127.49	True	no
1840	Aragonit	0.1584	0.44909	2	684.27	351.27	0.58172	1.6779	80.008	0.81	1.28	108.88	146.27	56.40	True	no
1841	Aragonit	0.1584	0.44909	1	837.18	350.64	0.60628	1.8225	93.214	0.55	1.35	104.82	122.17	77.33	True	no
1842	Aragonit	1.4976	1.3809	6	910.81	357.84	1.9759	2.0474	109.51	0.80	1.54	74.47	146.10	22.19	True	no
1843	Aragonit	0.8928	1.0662	4	319.79	357.79	1.9435	3.3229	110.79	0.51	2.85	12.76	152.57	171.83	True	no
1844	Aragonit	0.8496	1.0401	5	406.97	357.90	1.6724	2.5856	95.931	0.73	1.25	116.52	161.34	174.59	True	no
1845	Aragonit	0.5472	0.8347	6	473.92	355.87	1.6658	3.9827	118.57	1.43	2.28	119.86	165.36	114.77	True	no
1846	Aragonit	1.008	1.1329	6	599.80	355.46	1.4448	1.6265	139.9	0.54	1.03	113.65	152.99	53.71	True	no
1847	Aragonit	0.5616	0.84561	3	630.23	354.64	1.0265	1.4737	111.11	0.62	1.29	125.91	139.76	53.29	True	no
1848	Aragonit	0.936	1.0917	8	648.14	354.11	1.2174	1.2435	165.59	0.95	1.98	103.88	143.19	115.39	True	no
1849	Aragonit	0.8208	1.0223	2	679.05	354.95	1.2	1.3779	87.065	0.63	1.47	114.58	144.46	40.78	True	no
1850	Aragonit	0.4464	0.75391	3	688.68	353.29	1.0598	1.9763	125.7	0.99	1.57	108.72	146.72	172.11	True	no
1851	Aragonit	2.016	1.6021	8	741.37	363.60	3.1793	3.9378	94.768	0.74	2.18	121.09	130.71	43.16	True	no
1852	Aragonit	7.9488	3.1813	9	504.52	364.34	3.9434	1.5365	152.76	0.81	3.03	121.06	158.65	142.31	True	no
1853	Aragonit	0.9072	1.0747	5	791.44	354.79	1.3677	1.6194	139.31	0.89	1.99	85.49	146.03	77.16	True	no
1854	Aragonit	0.1728	0.46906	5	314.33	353.67	0.57247	1.4895	172.53	0.63	2.00	14.61	151.01	170.67	True	no
1855	Aragonit	0.5184	0.81243	2	512.64	356.56	1.1084	1.8612	128.61	0.60	1.56	121.33	159.01	79.09	True	no
1856	Aragonit	0.36	0.67703	4	617.44	356.12	0.89493	1.7473	85.651	0.45	1.33	124.11	139.74	64.17	True	no
1857	Aragonit	1.3968	1.3336	9	659.26	361.38	2.3617	3.1363	133.62	0.65	1.66	102.06	142.10	166.54	True	no
1858	Aragonit	3.3264	2.058	9	313.42	377.63	5.2018	6.3888	106.88	0.47	1.63	44.65	166.70	62.43	True	no
1859	Aragonit	0.6048	0.87753	4	470.31	357.90	1.0997	1.5705	83.633	0.38	0.82	118.91	160.59	66.14	True	no
1860	Aragonit	0.2304	0.54162	3	659.44	356.50	1.0941	4.0807	146.96	0.79	1.54	102.50	142.29	43.89	True	no
1861	Aragonit	0.6192	0.88791	4	705.47	358.74	1.4057	2.5065	137.34	1.26	2.29	109.26	148.54	173.31	True	no
1862	Aragonit	1.3248	1.2988	4	991.70	362.08	1.8791	2.0933	75.41	0.73	1.93	86.09	144.26	151.60	True	no
1863	Aragonit	0.3888	0.70359	4	312.26	358.26	0.93166	1.7534	93.316	0.53	1.81	15.80	152.28	47.91	True	no
1864	Aragonit	2.6064	1.8217	9	318.99	372.30	3.9949	4.8091	106.55	0.56	2.09	13.87	152.00	109.65	True	no
1865	Aragonit	0.6912	0.93812	5	464.81	359.77	1.1931	1.6175	124.87	0.55	1.86	119.38	160.84	130.12	True	no
1866	Aragonit	0.3168	0.63511	2	525.27	357.86	0.77567	1.4916	91.453	0.41	0.87	148.61	159.18	63.04	True	no
1867	Aragonit	0.4896	0.78954	5	732.09	358.65	1.2944	2.6877	121.44	1.63	4.21	121.06	131.05	31.89	True	no
1868	Aragonit	17.294	4.6925	14	351.08	422.43	12.191	6.7499	105.67	1.78	4.00	176.61	7.80	101.06	True	no
1869	Aragonit	0.8496	1.0401	2	355.44	363.51	2.0823	4.0083	88.656	0.48	1.48	11.40	168.38	41.38	True	no
1870	Aragonit	0.3888	0.70359	5	459.52	360.37	1.2754	3.2857	126.99	0.64	1.87	121.30	160.78	179.86	True	no
1871	Aragonit	0.1728	0.46906	4	620.42	357.75	0.73799	2.4754	60.903	0.63	1.23	59.47	70.16	35.67	True	no
1872	Aragonit	1.7424	1.4895	7	628.07	365.63	2.3628	2.5165	108.37	0.98	2.80	124.66	139.99	0.08	True	no
1873	Aragonit	0.6192	0.88791	4	642.70	361.67	1.4202	2.5582	72.67	0.56	1.18	128.27	147.27	65.82	True	no
1874	Aragonit	0.7488	0.97642	4	700.06	359.90	1.5463	2.5081	151.71	1.35	2.46	109.63	146.73	47.07	True	no
1875	Aragonit	0.144	0.42819	3	711.00	358.20	0.62137	2.1059	139.27	0.46	0.58	114.25	148.86	123.73	True	no
1876	Aragonit	0.2736	0.59022	3	918.00	358.16	0.75099	1.619	120.4	0.83	1.85	73.30	146.01	73.78	True	no
1877	Aragonit	0.2304	0.54162	0	984.31	357.69	0.66616	1.5128	140.36	0.70	1.04	105.60	139.19	23.56	True	no
1878	Aragonit	0.4752	0.77785	3	376.12	361.09	1.0884	1.9578	103.98	0.50	1.02	2.23	169.91	149.32	True	no
1879	Aragonit	2.376	1.7393	6	389.87	367.82	2.8672	2.7174	98.71	0.51	2.18	104.17	162.60	179.34	True	no
1880	Aragonit	0.2304	0.54162	4	568.19	359.13	0.71395	1.7376	64.619	0.47	1.37	152.28	155.27	159.15	True	no
1881	Aragonit	0.432	0.74165	3	687.90	359.93	0.91433	1.5199	109.02	0.66	1.33	121.62	135.42	109.11	True	no
1882	Aragonit	0.1872	0.48821	3	735.54	358.54	0.59711	1.4959	113.3	0.36	1.10	120.99	130.51	36.66	True	no
1883	Aragonit	5.1552	2.562	5	815.92	367.35	4.5	3.0852	153.22	0.63	1.97	86.40	141.92	28.69	True	no
1884	Aragonit	0.4176	0.72918	3	396.00	361.97	0.98785	1.8353	102.57	0.38	0.98	115.50	161.01	173.35	True	no
1885	Aragonit	1.8144	1.5199	6	415.83	367.75	2.2597	2.2104	109.42	0.74	2.09	120.70	156.84	128.56	True	no
